Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,-9999,Rook_Year,WS_Rk,WS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Doron Lamb,21,0.368,0.378,0.588,12.3,3.3,1,0.7,lambdo01,2013,1468,0.1,2012-13,2013-14,21-22,100,0,12.7,1.2,3.2,0.7,2,0.5,1.3,0.5,0.7,0.2,0.8,1,0.8,0.2,0,0.5,1.1,3.5,0.381,0.372,0.394,0.7,0.488,0.458,G,MILORL,95,112,-0.3,0.4,0.005,-4.2,-1.6,-5.8,-1.2,6.3,1.4,7,4.2,8.8,1,0.1,13,14.4
Jeremy Lamb,20,0.353,0.3,1,6.4,3.1,0.8,0.2,lambje01,2013,282,26.8,2012-13,2021-22,20-29,573,136,20.8,3.7,8.4,2.7,5.4,1,3.1,1.7,1.9,0.5,3.1,3.6,1.6,0.7,0.4,0.8,1.6,10.1,0.439,0.494,0.342,0.857,0.545,0.501,G-F,CHOINDOKCSAC,110,109,13.9,12.9,0.108,0.4,0.2,0.6,7.9,15.6,2.8,16.3,9.5,11.9,1.7,1.5,8,21.3
Meyers Leonard,20,0.545,0.429,0.809,17.5,5.5,3.7,0.5,leoname01,2013,462,15.6,2012-13,2022-23,20-30,452,93,15.9,2.1,4.4,1.4,2.5,0.7,1.9,0.6,0.7,0.7,3.2,3.9,0.9,0.2,0.3,0.7,2.1,5.6,0.482,0.549,0.391,0.811,0.588,0.565,C-F,MIAMILPOR,113,109,9,6.6,0.104,-1.3,-0.1,-1.4,1.1,12,5,21.5,13.4,8.1,0.6,1.4,12.7,15
Damian Lillard,22,0.429,0.368,0.844,38.6,19,3.1,6.5,lillada01,2013,16,103.2,2012-13,2022-23,22-32,765,765,36.3,8.2,18.6,5.1,10.3,3.1,8.3,5.7,6.4,0.6,3.6,4.2,6.7,1,0.3,2.8,1.9,25.2,0.439,0.494,0.373,0.895,0.588,0.523,G,POR,118,113,86.9,16.4,0.178,5.7,-0.8,4.9,48.3,22.6,1.8,10.8,6.3,30.9,1.3,0.7,11.7,29.1
Scott Machado,22,0.5,0,1,3.5,1.3,0.2,1,machasc01,2013,1629,0,2012-13,2018-19,22-28,10,0,4,0.7,1.2,0.6,1,0.1,0.2,0.3,0.3,0,0.1,0.1,0.9,0.3,0,0.8,0.2,1.8,0.583,0.6,0.5,1,0.676,0.625,G,HOULAL,95,108,0,0,0.013,-1.7,-0.3,-2,0,13.7,0,2.8,1.4,34.4,3.7,0,37.5,22.9
Kendall Marshall,21,0.371,0.315,0.571,14.6,3,0.9,3,marshke01,2013,1153,1,2012-13,2015-16,21-24,160,57,19.3,2,4.9,1.2,2.8,0.8,2.2,0.3,0.5,0.1,1.4,1.6,4.9,0.7,0.1,1.8,1.1,5,0.399,0.422,0.37,0.611,0.489,0.48,G,LALMILPHIPHO,97,112,-0.2,1.2,0.015,-1.5,-1.9,-3.5,-1.1,10.7,0.8,8.2,4.5,37.1,1.7,0.2,25.8,15.8
Fab Melo,22,0.5,0,0.25,6,1.2,0.5,0,melofa01,2013,1619,0,2012-13,2012-13,22-22,6,0,6,0.5,1,0.5,1,0,0,0.2,0.7,0,0.5,0.5,0,0.3,0.3,0.2,1.2,1.2,0.5,0.5,,0.25,0.451,0.5,C,BOS,77,100,0,0.1,0.021,-8.3,0.7,-7.6,-0.1,4.9,0,9.6,4.9,0,2.9,4.4,11.4,11.5
Khris Middleton,21,0.44,0.311,0.844,17.6,6.1,1.9,1,middlkh01,2013,105,52.1,2012-13,2022-23,21-31,676,587,31.5,6.2,13.5,4.3,8.7,1.9,4.8,2.8,3.2,0.6,4.2,4.8,3.8,1.2,0.2,2.1,2.5,17,0.457,0.494,0.39,0.881,0.572,0.526,F-G,DETMIL,111,109,30.4,21.6,0.117,0.9,-0.2,0.7,14.7,16.7,2.2,14.3,8.4,18.8,1.9,0.5,12.3,23.5
Darius Miller,22,0.407,0.393,1,13.3,2.3,1.5,0.8,milleda01,2013,716,6.5,2012-13,2020-21,22-30,271,28,19.8,2,4.8,0.7,1.5,1.3,3.3,0.6,0.7,0.2,1.5,1.6,1.4,0.5,0.2,0.6,1.9,5.9,0.419,0.5,0.383,0.84,0.576,0.552,F,NOHNOPOKC,112,114,4.4,2.2,0.059,-2,-0.3,-2.3,-0.4,8.7,1.1,8,4.6,9.1,1.1,1,11,12.5
Quincy Miller,20,0.333,0,0.5,3.7,1.3,0.3,0.4,millequ01,2013,1778,-0.1,2012-13,2014-15,20-22,69,16,13.5,1.6,4.4,1.1,2.8,0.5,1.6,0.7,1,0.6,1.9,2.4,0.5,0.4,0.5,0.8,1.2,4.3,0.35,0.383,0.292,0.706,0.439,0.404,F,DENDETSAC,88,107,-1,0.9,-0.003,-3.6,-0.3,-3.9,-0.5,8.4,4.7,14.9,9.8,5.8,1.6,2.9,13.8,17.8
Donatas Motiej?nas,22,0.455,0.289,0.627,12.2,5.7,2.1,0.7,motiedo01,2013,694,7.1,2012-13,2018-19,22-28,251,101,18.2,2.9,6.2,2.4,4.6,0.5,1.6,1,1.7,1.2,2.6,3.8,1.1,0.5,0.3,1.1,2.1,7.3,0.469,0.529,0.3,0.597,0.526,0.508,F-C,HOUNOPSAS,102,106,2.5,4.6,0.075,-1.9,-0.5,-2.5,-0.5,12.4,7.3,15.6,11.5,9.6,1.3,1.4,14.1,19.3
Arnett Moultrie,22,0.582,0,0.643,11.5,3.7,3.1,0.2,moultar01,2013,1045,1.7,2012-13,2013-14,22-23,59,2,12.4,1.6,2.9,1.6,2.9,0,0,0.4,0.6,1.5,1.6,3.1,0.2,0.4,0.2,0.4,1.1,3.6,0.547,0.547,,0.667,0.563,0.547,F,PHI,114,107,1,0.7,0.113,-1.5,-1.2,-2.8,-0.1,14.1,13,14.7,13.8,2.6,1.8,1.5,12.2,13.2
Kevin Murphy,22,0.25,0.2,0,3.1,0.9,0.2,0.1,murphke01,2013,1941,-0.3,2012-13,2012-13,22-22,17,0,3.1,0.4,1.6,0.4,1.4,0.1,0.3,0,0,0,0.2,0.2,0.1,0.1,0,0.2,0.2,0.9,0.25,0.261,0.2,,0.268,0.268,G,UTA,57,112,-0.3,0,-0.272,-11.4,-5.4,-16.8,-0.2,-4.5,0,9.1,4.5,6.1,1,0,9.7,27.1
Andrew Nicholson,23,0.527,0,0.798,16.7,7.8,3.4,0.6,nichoan01,2013,879,3.8,2012-13,2016-17,23-27,285,36,14.3,2.5,5.3,2.2,4.4,0.3,1,0.7,0.9,0.7,2.3,3,0.4,0.3,0.3,0.7,1.6,6,0.467,0.498,0.321,0.773,0.522,0.495,F,BRKORLWAS,99,108,0.5,3.3,0.045,-2.6,-1,-3.6,-1.6,12.2,5.2,18.5,11.8,5.1,0.9,1.9,11.5,20.3
Kyle O'Quinn,22,0.513,0,0.667,11.2,4.1,3.7,0.9,oquinky01,2013,421,17.8,2012-13,2019-20,22-29,472,65,14.2,2.3,4.4,2.2,4.1,0.1,0.3,0.8,1.1,1.3,3.3,4.6,1.4,0.4,1,1,2,5.4,0.517,0.539,0.218,0.74,0.554,0.524,F-C,INDNYKORLPHI,109,104,7.7,10.2,0.128,-0.9,1.8,0.9,5,17.9,10.3,25.4,17.9,14.8,1.4,5.5,16.5,18.4
Tim Ohlbrecht,24,0.333,0,1,4,1,0.3,0.3,ohlbrti01,2013,1820,-0.1,2012-13,2012-13,24-24,3,0,4,0.3,1,0.3,1,0,0,0.3,0.3,0,0.3,0.3,0.3,0.3,0,1.3,0.3,1,0.333,0.333,,1,0.436,0.333,C,HOU,46,104,-0.1,0,-0.369,-17.2,0,-17.2,0,-6.1,0,9.3,4.7,11.8,4.2,0,53.8,27.1
Miles Plumlee,24,0.238,0,0.75,3.9,0.9,1.6,0.1,plumlmi01,2013,580,10.6,2012-13,2018-19,24-30,346,168,16.4,2.2,4,2.2,4,0,0,0.6,1.1,1.6,2.9,4.5,0.5,0.4,0.7,0.9,1.6,4.9,0.542,0.542,,0.543,0.55,0.542,C-F,ATLCHOINDMILPHO,106,106,3.9,6.7,0.09,-1.9,0,-1.9,0.2,13.7,10.8,20.1,15.5,4.7,1.4,3.6,16.6,14.4
Pablo Prigioni,35,0.455,0.396,0.88,16.2,3.5,1.8,3,prigipa01,2013,587,10.4,2012-13,2015-16,35-38,270,51,16.9,1.2,2.9,0.5,0.9,0.8,2,0.3,0.3,0.5,1.3,1.9,2.8,1,0,1,1.6,3.5,0.425,0.522,0.379,0.872,0.574,0.554,G,HOULACNYK,115,107,6.1,4.3,0.11,-1.1,1.2,0.1,2.4,12.3,3.6,9.2,6.3,24.4,3.1,0.1,23.8,10.9
Austin Rivers,20,0.372,0.326,0.546,23.2,6.2,1.8,2.1,riverau01,2013,471,15.2,2012-13,2022-23,20-30,705,184,23.9,3.1,7.5,2,4.3,1.1,3.2,1.1,1.7,0.3,1.7,2,2.1,0.7,0.2,1,2.1,8.5,0.419,0.471,0.349,0.653,0.516,0.493,G,DENHOULACMINNOHNOPNYKWAS,103,113,5.4,9.8,0.043,-2.4,-0.7,-3.1,-4.4,9.8,1.5,8,4.8,13.2,1.5,0.6,11.2,17.2
Brian Roberts,27,0.417,0.386,0.909,17,7.1,1.2,2.8,roberbr01,2013,682,7.4,2012-13,2016-17,27-31,314,59,16.6,2.4,5.8,1.7,3.9,0.7,1.9,1.1,1.2,0.2,1.2,1.3,2.3,0.4,0.1,0.9,1.2,6.6,0.411,0.439,0.356,0.908,0.516,0.471,G,CHONOHNOPPOR,106,111,5.2,2.1,0.068,-0.5,-1.1,-1.6,0.6,13,1.3,8.1,4.6,22.6,1.3,0.3,12,19.9
Thomas Robinson,21,0.43,0,0.523,15.1,4.8,4.5,0.7,robinth01,2013,824,4.6,2012-13,2016-17,21-25,313,12,13.4,2,4.3,2,4.3,0,0,0.8,1.6,1.7,3.1,4.8,0.6,0.5,0.4,1,1.7,4.9,0.47,0.472,0,0.505,0.484,0.47,F,BRKHOULALPHIPORSAC,97,105,-0.6,5.2,0.053,-2.7,-0.8,-3.5,-1.6,14,14,25.7,19.8,7.2,1.9,2,16.8,19.8
Terrence Ross,21,0.407,0.332,0.714,17,6.4,2,0.7,rosste01,2013,317,24.4,2012-13,2022-23,21-31,719,187,24.6,4,9.6,2.2,4.6,1.8,5,1.2,1.4,0.3,2.5,2.8,1.3,0.8,0.3,1,1.7,11,0.418,0.479,0.363,0.837,0.539,0.513,F-G,ORLPHOTOR,105,110,9,15.4,0.066,-0.5,-0.5,-1,4.4,12.4,1.6,11.2,6.3,8.1,1.7,1.1,8.6,20.1
Robert Sacre,23,0.375,0,0.636,6.3,1.3,1.1,0.2,sacrero01,2013,985,2.4,2012-13,2015-16,23-26,189,35,14.5,1.7,3.9,1.7,3.9,0,0,0.8,1.2,1.1,2,3.1,0.7,0.3,0.6,0.5,1.8,4.2,0.436,0.437,0,0.671,0.475,0.436,C,LAL,101,110,0.9,1.5,0.042,-3.4,-0.7,-4,-1.4,10.8,8.2,15.3,11.7,7,1,3.1,11,14.9
Mike Scott,24,0.476,0,0.768,9.4,4.6,2.8,0.3,scottmi01,2013,435,16.8,2012-13,2020-21,24-32,555,34,16.5,2.6,5.7,1.7,3.2,0.9,2.5,0.7,0.9,0.7,2.4,3.1,0.9,0.3,0.1,0.6,1.5,6.7,0.453,0.521,0.362,0.757,0.552,0.531,F,ATLLACPHIWAS,108,109,7.9,8.9,0.088,-0.8,-0.9,-1.7,0.6,12.3,4.7,16.1,10.5,8.3,1,0.7,9.5,18.1
Tornike Shengelia,21,0.435,0.5,0.563,4.9,1.6,1.2,0.2,shengto01,2013,1885,-0.2,2012-13,2013-14,21-22,45,0,5.5,0.5,1.1,0.5,1,0,0.2,0.3,0.5,0.3,0.6,0.9,0.4,0.1,0,0.5,0.6,1.3,0.451,0.512,0.125,0.5,0.479,0.461,F,BRKCHI,84,109,-0.3,0.2,-0.032,-5.8,-1.2,-7,-0.3,5.7,6.2,12.5,9.4,10.7,1.3,0.7,27.2,15.9
Alexey Shved,24,0.372,0.295,0.72,23.9,8.6,2.3,3.7,shvedal01,2013,924,3.1,2012-13,2014-15,24-26,182,25,18,2.4,6.6,1.6,3.7,0.9,2.9,1.6,2.1,0.5,1.5,2,2.5,0.6,0.3,1.3,1.1,7.4,0.369,0.417,0.306,0.762,0.489,0.436,G,HOUMINNYKPHI,99,108,0.6,2.5,0.046,-0.1,-0.5,-0.7,1.1,12.8,2.8,9.6,6.1,23.2,1.7,1.2,15,22
Henry Sims,22,0.667,0,0,2.5,2,1,0,simshe01,2013,823,4.6,2012-13,2015-16,22-25,135,61,18.8,3,6.3,3,6.2,0,0.2,1.6,2.1,1.8,3.1,5,1,0.6,0.5,1.1,2.1,7.6,0.471,0.479,0.174,0.767,0.525,0.473,C,BRKCLENOHPHI,105,107,2.1,2.5,0.087,-1.8,-1,-2.8,-0.5,15,10.2,18.9,14.4,9.7,1.5,2,13.5,19.4
Kyle Singler,24,0.428,0.35,0.806,28,8.8,4,0.9,singlky01,2013,597,10,2012-13,2017-18,24-29,356,172,21.9,2.4,5.7,1.5,3.3,0.8,2.3,1,1.2,0.9,2,2.9,0.8,0.6,0.3,0.8,2.1,6.5,0.418,0.458,0.362,0.786,0.527,0.493,F,DETOKC,107,110,5.8,4.3,0.062,-2,-0.5,-2.5,-0.9,9.5,4.4,10.3,7.3,5.2,1.3,1.1,11.2,14
Jared Sullinger,20,0.493,0.2,0.746,19.8,6,5.9,0.8,sullija01,2013,467,15.3,2012-13,2016-17,20-24,269,172,24.3,4.4,10,3.8,8.1,0.5,1.9,1.5,2.1,2.5,4.9,7.5,1.8,0.7,0.6,1.2,2.9,10.8,0.436,0.476,0.272,0.723,0.493,0.463,F,BOSTOR,105,103,6.2,9.2,0.113,-0.1,-0.3,-0.4,2.7,16.2,11.5,22.7,17,12,1.4,1.9,10.2,22
Jeff Taylor,23,0.431,0.344,0.728,19.6,6.1,1.9,0.8,tayloje03,2013,1107,1.3,2012-13,2014-15,23-25,132,50,19.4,2.3,5.5,1.6,3.6,0.6,1.9,1,1.4,0.6,1.4,2,0.8,0.5,0.2,0.7,1.8,6.1,0.409,0.458,0.319,0.665,0.495,0.465,F,CHACHO,99,111,0.3,1,0.024,-3.2,-1.1,-4.2,-1.5,8.9,3.5,8.3,5.8,6.9,1.5,0.7,10.1,16.2
Tyshawn Taylor,22,0.368,0.462,0.556,5.8,2.2,0.5,0.6,tayloty01,2013,2000,-0.9,2012-13,2013-14,22-23,61,3,8,1,2.9,0.9,2.5,0.1,0.4,0.6,0.9,0.1,0.5,0.5,0.9,0.4,0,0.9,0.9,2.9,0.354,0.353,0.36,0.684,0.428,0.379,G,BRK,80,108,-1.3,0.4,-0.088,-6.8,-1.3,-8.1,-0.8,5.8,1.2,6.8,4,19,2.7,0.2,21.6,24.6
Marquis Teague,19,0.381,0.174,0.563,8.2,2.1,0.9,1.3,teaguma01,2013,1998,-0.9,2012-13,2017-18,19-24,91,3,10,0.9,2.7,0.8,2.2,0.1,0.5,0.4,0.6,0.1,0.9,1,1.5,0.3,0.1,0.8,1.1,2.4,0.343,0.369,0.222,0.661,0.398,0.363,G,BRKCHIMEM,80,106,-1.8,0.9,-0.045,-6.2,-0.3,-6.5,-1,4.9,0.6,10.9,5.7,23.1,1.3,1,22,17.8
Mirza Teletovi?,27,0.384,0.343,0.818,9.4,3.5,1.8,0.4,teletmi01,2013,630,8.8,2012-13,2017-18,27-32,324,14,17.8,2.9,7.1,1.2,2.5,1.7,4.5,0.7,1,0.6,2.6,3.2,0.8,0.3,0.3,0.8,1.7,8.1,0.406,0.468,0.371,0.755,0.543,0.524,F,BRKMILPHO,105,110,4.9,4,0.074,0.7,-1.4,-0.8,1.8,13,3.7,17,10.3,7.8,0.9,1.2,9.5,20.9
Jonas Valan?i?nas,20,0.557,0,0.789,23.9,8.9,6,0.7,valanjo01,2013,55,72,2012-13,2022-23,20-30,760,731,26,5.3,9.5,5.1,8.8,0.2,0.7,2.5,3.2,2.8,6.7,9.5,1.2,0.4,1,1.7,2.9,13.5,0.562,0.578,0.357,0.788,0.616,0.575,C,MEMNOPTOR,119,106,44.4,27.6,0.175,1.3,-0.3,1,14.9,20.6,12.1,28.7,20.4,7.7,0.8,3.2,13.2,21.3
Jarvis Varnado,24,0.429,0,0.5,4.5,0.6,0.7,0.2,varnaja01,2013,1209,0.7,2012-13,2013-14,24-25,37,0,10.7,1.1,1.8,1.1,1.8,0,0,0.8,1.5,0.6,1.4,1.9,0.4,0.3,0.8,0.4,1.9,2.9,0.582,0.582,,0.518,0.584,0.582,F,BOSCHIMIAPHI,110,107,0.3,0.4,0.089,-4.4,1.1,-3.3,-0.1,11.5,5.6,14.5,9.9,5.9,1.4,6.2,14.9,11.7
Dion Waiters,21,0.412,0.31,0.746,28.8,14.7,2.4,3,waitedi01,2013,629,8.8,2012-13,2019-20,21-28,419,211,28.2,5,12.2,3.7,8.2,1.4,4,1.7,2.5,0.4,2.2,2.6,2.8,0.9,0.3,1.8,1.9,13.1,0.412,0.444,0.346,0.694,0.495,0.468,G,CLELALMIAOKC,98,109,-0.2,9,0.036,-1.2,-0.9,-2.1,-0.4,12,1.6,8.8,5.2,16.1,1.7,0.8,12,23.5
Maalik Wayns,21,0.295,0.226,0.895,7.5,2.8,0.3,1,waynsma01,2013,1935,-0.3,2012-13,2013-14,21-22,29,1,7.3,0.9,3.1,0.7,2,0.2,1.1,0.6,0.7,0,0.3,0.3,1,0.3,0,0.5,1,2.7,0.3,0.339,0.226,0.895,0.397,0.339,G,LACPHI,84,109,-0.4,0.1,-0.062,-7,-2.3,-9.3,-0.4,5.7,0.5,4.3,2.4,21.2,2,0,13.2,24.7
Chris Wright,23,0.5,0,0,1.3,0.7,0,0,wrighch02,2013,1164,0.9,2011-12,2013-14,23-25,32,1,9.8,1.4,2.5,1.4,2.5,0,0,0.9,1.4,0.9,1.1,2,0.3,0.4,0.6,0.4,1.2,3.7,0.55,0.557,0,0.652,0.589,0.55,F,GSWMIL,117,107,0.6,0.3,0.138,-0.2,0.1,-0.1,0.2,17.7,10.5,13.2,11.9,4.7,2.3,4.5,11.5,16.6
Chris Wright,23,0.5,0,0,1.3,0.7,0,0,wrighch02,2013,1164,0.9,2011-12,2013-14,23-25,32,1,9.8,1.4,2.5,1.4,2.5,0,0,0.9,1.4,0.9,1.1,2,0.3,0.4,0.6,0.4,1.2,3.7,0.55,0.557,0,0.652,0.589,0.55,F,GSWMIL,59,116,0,0,-0.375,-10.8,-8.5,-19.2,0,-1.9,0,0,0,0,0,0,33.3,34.2
Chris Wright,23,0.5,0,0,1.3,0.7,0,0,wrighch02,2013,1726,0,2012-13,2012-13,23-23,3,0,1.3,0.3,0.7,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0.7,0.5,0.5,,,0.5,0.5,G,DAL,117,107,0.6,0.3,0.138,-0.2,0.1,-0.1,0.2,17.7,10.5,13.2,11.9,4.7,2.3,4.5,11.5,16.6
Chris Wright,23,0.5,0,0,1.3,0.7,0,0,wrighch02,2013,1726,0,2012-13,2012-13,23-23,3,0,1.3,0.3,0.7,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0.7,0.5,0.5,,,0.5,0.5,G,DAL,59,116,0,0,-0.375,-10.8,-8.5,-19.2,0,-1.9,0,0,0,0,0,0,33.3,34.2
Tony Wroten,19,0.384,0.25,0.724,7.8,2.6,0.8,1.2,wroteto01,2013,2008,-1.3,2012-13,2015-16,19-22,145,34,21.2,4,9.6,3.4,7.1,0.6,2.5,2.6,3.9,0.7,1.8,2.5,3,0.9,0.2,2.6,1.8,11.1,0.413,0.477,0.231,0.647,0.488,0.443,G,MEMPHI,91,109,-3.5,2.1,-0.021,-1.8,-1.7,-3.4,-1.1,12.6,3.6,9.5,6.4,25.5,2.2,0.7,18.6,28.3
Luke Zeller,25,0.346,0.2,0,3.6,1.2,0.6,0.2,zellelu01,2013,1775,-0.1,2012-13,2012-13,25-25,16,0,3.6,0.6,1.6,0.5,1.3,0.1,0.3,0,0,0.1,0.6,0.6,0.2,0,0,0,0.3,1.2,0.346,0.381,0.2,,0.365,0.365,C,PHO,86,112,-0.1,0,-0.047,-4.1,-3,-7.2,-0.1,5.6,1.9,18,9.8,8.4,0,0,0,19.9
Tyler Zeller,23,0.438,0,0.764,26.4,7.9,5.7,1.2,zellety01,2013,432,17.1,2012-13,2019-20,23-30,414,166,17.5,2.8,5.5,2.8,5.4,0,0.1,1.3,1.7,1.5,2.9,4.4,0.9,0.3,0.6,0.8,2.2,6.9,0.508,0.512,0.286,0.764,0.553,0.511,F-C,ATLBOSBRKCLEMEMMILSAS,111,108,10.4,6.6,0.113,-1.4,-0.6,-2,0,14.9,9.6,18.5,14,8.1,0.7,2.7,11.8,17.8
Steven Adams,20,0.503,0,0.581,14.8,3.3,4.1,0.5,adamsst01,2014,85,59.4,2013-14,2022-23,20-29,706,641,26.8,3.8,6.5,3.8,6.5,0,0,1.5,2.9,3.7,4.5,8.2,1.5,0.9,1,1.5,2.5,9.2,0.587,0.589,0.067,0.536,0.591,0.587,C,MEMNOPOKC,119,107,33.3,26.2,0.151,0.2,0.3,0.5,12.1,17.1,14.8,18.1,16.5,7.9,1.6,3,15.7,14.6
Giannis Antetokounmpo,19,0.414,0.347,0.683,24.6,6.8,4.4,1.9,antetgi01,2014,25,94.8,2013-14,2022-23,19-28,709,644,32.5,8.2,15.2,7.5,12.8,0.7,2.4,5.6,7.8,1.7,7.8,9.6,4.7,1.1,1.3,3,3,22.6,0.536,0.582,0.288,0.71,0.604,0.558,F-G,MIL,116,104,57.8,37,0.197,4,2.1,6.2,47.7,24.8,6,25.4,15.9,24.8,1.7,3.4,13.7,28.8
Pero Anti?,31,0.418,0.327,0.758,18.5,7,4.2,1.2,anticpe01,2014,944,3,2013-14,2014-15,31-32,113,29,17.4,2,5.2,1.1,2.2,1,3,1.2,1.7,1,2.5,3.5,0.9,0.3,0.2,0.9,2.3,6.3,0.392,0.5,0.314,0.73,0.526,0.483,C-F,ATL,103,107,1.1,1.9,0.073,-2.3,-0.9,-3.3,-0.6,10.6,6.9,16.3,11.7,8.3,1,1.1,13.4,18.1
Chris Babb,23,0.267,0.222,0,9.4,1.6,1.2,0.2,babbch01,2014,1704,0,2013-14,2013-14,23-23,14,0,9.4,0.6,2.1,0.1,0.2,0.4,1.9,0,0,0.3,0.9,1.2,0.2,0.4,0,0.2,0.9,1.6,0.267,0.667,0.222,,0.367,0.367,G,BOS,82,108,-0.1,0.1,-0.008,-6,-0.1,-6.1,-0.1,3.7,3.3,11.5,7.3,3.3,2.3,0,9.1,11.1
Anthony Bennett,20,0.356,0.245,0.638,12.8,4.2,3,0.3,bennean01,2014,1261,0.5,2013-14,2016-17,20-23,151,4,12.6,1.7,4.2,1.4,3.3,0.2,0.9,0.8,1.2,0.9,2.3,3.1,0.5,0.4,0.2,0.7,1.4,4.4,0.392,0.427,0.261,0.67,0.457,0.42,F,BRKCLEMINTOR,94,109,-0.9,1.4,0.013,-3.3,-1.5,-4.8,-1.3,10.2,7.6,20.5,13.9,6.5,1.5,1.1,12.1,19
Vander Blue,21,0.5,0,0.2,5,1.7,1,0.3,blueva01,2014,1960,-0.4,2013-14,2017-18,21-25,10,1,13.4,1.2,3.9,1,2.6,0.2,1.3,0.4,1.2,0.2,1.1,1.3,1.2,0.4,0,1.1,0.7,3,0.308,0.385,0.154,0.333,0.339,0.333,G,BOSLAL,67,112,-0.5,0,-0.144,-7.3,-2.5,-9.8,-0.3,1.7,1.6,9.4,5.4,13.2,1.5,0,19.9,18.2
Lorenzo Brown,23,0.302,0.1,0.692,8.6,2.5,1.1,1.6,brownlo01,2014,1891,-0.2,2013-14,2018-19,23-28,103,7,11.5,1.2,3.3,1,2.3,0.2,1,0.3,0.4,0.3,1.2,1.5,1.8,0.6,0.1,0.7,1,2.8,0.364,0.453,0.17,0.707,0.411,0.391,G,MINPHIPHOTOR,89,109,-1.1,0.9,-0.007,-3.9,0.4,-3.5,-0.5,9,2.6,11.7,7.1,22.7,2.5,1,17.2,15.7
Reggie Bullock,22,0.355,0.301,0.778,9.2,2.7,1.3,0.3,bullore01,2014,373,20.4,2013-14,2022-23,22-31,500,282,23.6,2.7,6.5,1.1,2.2,1.7,4.3,0.6,0.7,0.4,2.3,2.7,1.2,0.6,0.2,0.6,1.5,7.7,0.424,0.505,0.383,0.826,0.568,0.551,G-F,DALDETLACLALNYKPHO,113,112,10,10.4,0.083,-1.2,0.1,-1.1,2.7,10.1,1.7,10.9,6.2,7.5,1.3,0.6,7.8,13.8
Trey Burke,21,0.38,0.33,0.903,32.3,12.8,3,5.7,burketr01,2014,521,12.9,2013-14,2021-22,21-29,498,130,20.9,3.7,9,2.6,5.7,1.1,3.3,1.1,1.3,0.3,1.4,1.8,3.1,0.6,0.1,1.1,1.3,9.6,0.41,0.448,0.345,0.81,0.5,0.473,G,DALNYKPHIUTAWAS,105,112,7.7,5.3,0.06,0.2,-1.5,-1.3,1.7,13.8,1.8,7.8,4.8,24.4,1.3,0.4,10.4,23.1
Dwight Buycks,24,0.313,0.294,0.889,10.4,3.1,1.6,0.7,buyckdw01,2014,1358,0.3,2013-14,2017-18,24-28,49,0,14.2,2.3,5.8,1.8,4.3,0.6,1.5,1.1,1.2,0.4,1.2,1.6,1.7,0.6,0,1.2,1.1,6.3,0.402,0.413,0.37,0.883,0.496,0.449,G,DETLALTOR,96,109,-0.4,0.6,0.02,-2.4,-0.6,-3.1,-0.2,11.7,2.8,9.5,6.1,19.2,2.2,0.3,16.3,23.9
Nick Calathes,24,0.457,0.311,0.611,16.5,4.9,1.9,2.9,calatni01,2014,963,2.6,2013-14,2014-15,24-25,129,7,15.6,1.9,4.3,1.7,3.5,0.2,0.8,0.5,0.9,0.3,1.6,1.9,2.7,1,0.1,1.3,1.7,4.6,0.441,0.476,0.288,0.581,0.484,0.468,G,MEM,96,102,-0.5,3.1,0.063,-2.8,2.3,-0.5,0.8,12.3,2.4,11.7,7,26.5,3.4,0.5,21,17.7
Kentavious Caldwell-Pope,20,0.396,0.319,0.77,19.8,5.9,2,0.7,caldwke01,2014,182,38.9,2013-14,2022-23,20-29,748,606,29.5,4.1,9.7,2.4,5,1.7,4.7,1.6,1.9,0.6,2.5,3.1,1.8,1.1,0.2,1,1.9,11.5,0.425,0.48,0.366,0.815,0.547,0.513,G,DENDETLALWAS,109,110,18.6,20.3,0.085,-1.1,0.3,-0.8,6.7,11.9,2.2,9.4,5.8,8.6,1.9,0.7,8.9,17.1
Isaiah Canaan,22,0.356,0.327,0.724,11.5,4.6,1.1,1,canaais01,2014,856,4.3,2013-14,2018-19,22-27,235,77,20.4,2.6,7.1,1.1,2.6,1.6,4.4,1.3,1.6,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.5,8.1,0.371,0.404,0.351,0.836,0.524,0.481,G,CHIHOUMILMINPHIPHO,103,112,2.2,2.1,0.043,-1.3,-1.1,-2.4,-0.5,10.7,1.4,8.7,5,14.8,1.5,0.4,12.4,18.9
