Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,-9999,Rook_Year,WS_Rk,WS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Michael Carter-Williams,22,0.405,0.264,0.703,34.5,16.7,6.2,6.3,cartemi01,2014,710,6.6,2013-14,2020-21,22-29,391,217,25.3,3.8,9.5,3.4,7.7,0.5,1.8,2.2,3.1,1,3.4,4.4,4.4,1.3,0.5,2.3,2.5,10.3,0.402,0.436,0.255,0.706,0.473,0.426,G,CHICHOHOUMILORLPHI,96,107,-4.7,11.4,0.032,-1.8,0.6,-1.2,1.9,13.5,4.1,15.1,9.4,27.8,2.5,1.8,17.7,22.7
Dionte Christmas,27,0.355,0.29,0.75,6.4,2.3,1.2,0.3,chrisdi01,2014,1337,0.3,2013-14,2013-14,27-27,31,0,6.4,0.7,2,0.4,1,0.3,1,0.6,0.8,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3,0.355,0.419,0.29,0.75,0.489,0.427,G,PHO,109,110,0.2,0.1,0.083,-0.5,-1.3,-1.8,0,11.1,7.4,14.1,10.8,5.8,0.5,1.1,7.6,17.4
Ian Clark,22,0.388,0.355,0.714,7.5,3,0.8,0.7,clarkia01,2014,842,4.4,2013-14,2018-19,22-27,330,9,13.7,2.2,5,1.4,2.8,0.7,2.1,0.5,0.6,0.2,1.1,1.3,1.2,0.4,0.1,0.7,1.2,5.6,0.439,0.514,0.34,0.804,0.533,0.513,G,DENGSWNOPUTA,102,111,1,3.4,0.047,-2.3,-0.8,-3.1,-1.3,10.3,1.6,8.7,5.3,11.9,1.4,0.8,12,18.7
Robert Covington,23,0.429,0.364,0,4.9,2.3,0.7,0,covinro01,2014,252,29.8,2013-14,2022-23,23-32,575,460,29,3.8,9.3,1.6,3.3,2.1,5.9,1.5,1.9,0.9,4.8,5.7,1.5,1.5,1,1.5,2.9,11.2,0.407,0.491,0.36,0.811,0.555,0.522,F-C,HOULACMINPHIPOR,105,107,7.4,22.4,0.086,-0.9,1.3,0.4,10.2,13,3.3,18,10.5,7.6,2.6,2.8,12.7,17.1
Allen Crabbe,21,0.364,0.429,0.75,6.7,2.2,0.6,0.4,crabbal01,2014,497,13.7,2013-14,2019-20,21-27,381,113,24,3.2,7.6,1.6,3.4,1.6,4.2,1,1.2,0.3,2.5,2.8,1.1,0.6,0.3,0.7,2,9.1,0.425,0.471,0.387,0.831,0.559,0.531,G-F,ATLBRKMINPOR,109,112,8.1,5.7,0.072,-1.2,-0.4,-1.6,0.9,10.8,1.3,11.4,6.3,7.1,1.2,0.9,8.4,16
Seth Curry,23,0.333,1,0,6.5,1.5,0.5,0,curryse01,2014,345,22.5,2013-14,2022-23,23-32,427,206,24.7,4.1,8.6,2.2,4.2,1.9,4.4,1.1,1.2,0.3,1.9,2.2,2.2,0.7,0.1,1.1,1.7,11.1,0.475,0.517,0.435,0.866,0.609,0.586,G,BRKCLEDALMEMPHIPHOPORSAC,116,114,14.8,7.7,0.102,0.4,-0.5,-0.2,4.9,13.7,1.4,8.4,4.9,13.3,1.4,0.5,10.8,18.2
Troy Daniels,22,0.484,0.48,0,15,8.4,0.8,1,danietr01,2014,788,5.1,2013-14,2019-20,22-28,339,20,14.9,2.3,5.6,0.6,1.5,1.6,4.1,0.4,0.5,0.2,1.1,1.3,0.5,0.3,0.1,0.6,1.3,6.6,0.401,0.416,0.395,0.799,0.56,0.546,G,CHODENHOULALMEMMINPHO,106,114,3.2,1.9,0.049,-0.4,-1.9,-2.3,-0.4,10.4,1.6,8.2,4.9,5.8,1,0.4,8.6,18.9
Gigi Datome,26,0.351,0.179,0.8,7,2.4,1.4,0.3,datomlu01,2014,1353,0.3,2013-14,2014-15,26-27,55,1,8.1,1.4,3.4,0.9,1.9,0.5,1.4,0.2,0.2,0.3,1.1,1.4,0.4,0.1,0.1,0.4,0.6,3.4,0.414,0.486,0.316,0.818,0.493,0.481,F,BOSDET,98,109,0,0.3,0.032,-1.1,-1.5,-2.6,-0.1,11.3,4,14.7,9.2,7.3,0.9,1.4,9.5,20.4
Brandon Davies,22,0.422,0.2,0.642,11.3,2.8,2.1,0.5,daviebr01,2014,1338,0.3,2013-14,2014-15,22-23,78,6,12.8,1.4,3.4,1.3,2.8,0.1,0.6,0.7,1.2,1,1.5,2.5,0.7,0.5,0.2,0.8,1.9,3.7,0.411,0.448,0.227,0.644,0.469,0.43,F,BRKPHI,93,108,-0.5,0.8,0.016,-5,-0.6,-5.5,-0.9,8.7,7.9,13.1,10.4,9.3,2.1,1.2,17.4,15.9
Dewayne Dedmon,24,0.458,0,0.656,12.6,3.1,4.1,0.2,dedmode01,2014,334,23.1,2013-14,2022-23,24-33,508,209,17.4,2.5,4.8,2.1,3.7,0.4,1.1,1,1.3,1.5,4.3,5.8,0.7,0.5,0.8,1,2.5,6.4,0.526,0.583,0.335,0.735,0.594,0.565,C,ATLGSWMIAORLPHISACSAS,112,105,9.8,13.4,0.126,-1.8,0.7,-1.1,2.1,15.2,9.8,27.4,18.6,6,1.4,4,15.3,15.8
Matthew Dellavedova,23,0.412,0.368,0.792,17.7,4.7,1.7,2.6,dellama01,2014,595,10.2,2013-14,2022-23,23-32,474,93,19.5,1.9,4.9,1,2.5,0.9,2.4,0.7,0.8,0.4,1.4,1.7,3.6,0.4,0,1.2,1.8,5.3,0.385,0.405,0.363,0.835,0.504,0.473,G,CLEMILSAC,106,113,6,4.1,0.053,-2,-1.2,-3.3,-2.9,9.7,2.1,7.9,5,25.8,1.2,0.2,18.5,14.7
Gorgui Dieng,24,0.498,1,0.634,13.6,4.8,5,0.7,dienggo01,2014,239,30.7,2013-14,2022-23,24-33,619,209,20.2,2.8,5.6,2.5,4.7,0.3,0.8,1.5,1.9,1.7,3.9,5.6,1.3,0.8,0.9,1.1,2.1,7.3,0.498,0.523,0.358,0.791,0.573,0.525,C,ATLMEMMINSAS,113,108,17.1,13.6,0.118,-0.4,0.7,0.3,7.2,16.3,9.3,22.3,15.7,9.7,1.9,3.6,14.5,16.2
Shane Edwards,26,0.333,0,0,6,1,1,0,edwarsh01,2014,1731,0,2013-14,2013-14,26-26,2,0,6,0.5,1.5,0.5,1.5,0,0,0,0,0.5,0.5,1,0,0,0,0.5,0.5,1,0.333,0.333,,,0.333,0.333,F,CLE,64,114,0,0,-0.141,-8.7,-4.6,-13.3,0,-1,9.1,9.6,9.3,0,0,0,25,14.9
V?tor Luiz Faverani,25,0.435,0.3,0.649,13.2,4.4,3.5,0.4,favervi01,2014,1347,0.3,2013-14,2013-14,25-25,37,8,13.2,1.7,4,1.4,2.9,0.3,1.1,0.6,1,1.1,2.3,3.5,0.4,0.4,0.7,1.1,2,4.4,0.435,0.486,0.3,0.649,0.502,0.476,C,BOS,92,104,-0.3,0.7,0.031,-3.6,0.5,-3.2,-0.1,11,9.5,20.6,14.9,5.2,1.5,4.3,20.1,18.6
Carrick Felix,23,0.5,0.4,0.75,5.4,2.7,0.9,0.6,felixca01,2014,1558,0,2013-14,2013-14,23-23,7,0,5.4,1,2,0.7,1.3,0.3,0.7,0.4,0.6,0.1,0.7,0.9,0.6,0,0,0.6,0.6,2.7,0.5,0.556,0.4,0.75,0.603,0.571,G,CLE,104,112,0,0,0.057,-1.3,-2.2,-3.4,0,13.3,2.9,15.1,8.9,18.2,0,0,20.2,23.2
Jamaal Franklin,22,0.41,0.455,1,7.7,1.9,1.1,0.3,frankja01,2014,1706,0,2013-14,2014-15,22-23,24,0,7.3,0.7,1.7,0.5,1.2,0.3,0.5,0.1,0.1,0.2,0.8,1,0.4,0.2,0.1,0.6,1.1,1.8,0.415,0.393,0.462,1,0.501,0.488,G,DENMEM,85,106,-0.2,0.2,-0.006,-5.9,0,-5.9,-0.2,4.7,3.3,13.6,8.4,7.5,1.2,1.4,25.1,14.7
Rudy Gobert,21,0.486,0,0.492,9.6,2.3,3.4,0.2,goberru01,2014,29,93.1,2013-14,2022-23,21-30,668,576,30,4.6,7.1,4.6,7.1,0,0,3.3,5.1,3.3,8.3,11.6,1.3,0.7,2.1,1.7,2.6,12.5,0.655,0.657,0,0.639,0.672,0.655,C,MINUTA,127,101,52.3,40.8,0.223,1.6,2.1,3.7,29,21.9,12.6,30.3,21.7,6.6,1.2,5.9,15.1,16.2
Archie Goodwin,19,0.455,0.139,0.673,10.3,3.7,1.7,0.4,goodwar01,2014,1126,1.1,2013-14,2016-17,19-22,165,15,14.5,2.2,5.2,2,4,0.3,1.2,1.6,2.3,0.5,1.5,2,1.2,0.4,0.2,1.2,1.2,6.3,0.429,0.484,0.236,0.7,0.51,0.455,G,BRKNOPPHO,97,110,-0.4,1.5,0.022,-2.1,-0.9,-3,-0.6,11.6,3.9,11.3,7.6,13.7,1.4,1.2,16.8,22.1
Jorge Guti?rrez,25,0.463,0.25,0.75,16.3,4.1,1.5,2,gutiejo01,2014,1182,0.8,2013-14,2015-16,25-27,47,3,10.3,1.1,2.3,1.1,1.9,0.1,0.4,0.6,0.8,0.2,1,1.1,1.5,0.4,0,0.7,1.4,2.9,0.5,0.562,0.176,0.778,0.562,0.514,G,BRKCHOMIL,106,107,0.4,0.4,0.082,-4,0.4,-3.7,-0.2,10.9,1.9,11,6.5,22.2,2,0.2,20.8,14.7
Justin Hamilton,23,0.45,0.333,1,9,3.3,0.9,0,hamilju01,2014,891,3.7,2013-14,2016-17,23-26,113,21,17.4,2.4,5.1,1.8,3.2,0.6,1.9,0.7,0.9,1.2,2.4,3.6,0.8,0.5,0.6,0.6,1.5,6.1,0.464,0.56,0.309,0.798,0.552,0.523,C,BRKCHAMIAMIN,110,109,2.1,1.6,0.091,-0.5,-0.4,-0.9,0.5,13.9,7.5,15,11.3,7.3,1.5,2.9,10.5,15.5
Tim Hardaway Jr.,21,0.428,0.363,0.828,23.1,10.2,1.5,0.8,hardati02,2014,273,27.7,2013-14,2022-23,21-30,649,328,27.3,4.9,11.6,2.6,5.4,2.2,6.2,2,2.5,0.3,2.6,2.9,1.9,0.6,0.1,1,1.7,13.9,0.419,0.486,0.36,0.807,0.55,0.515,G,ATLDALNYK,109,114,17.5,10.2,0.075,0.4,-1.4,-0.9,4.9,13.6,1.3,10.4,5.9,10.9,1.2,0.5,7.6,22.2
Elias Harris,24,0,0,0,5.5,0,0.5,0.5,harriel01,2014,1641,0,2013-14,2013-14,24-24,2,0,5.5,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,,,0,0,F,LAL,92,110,0,0,0.018,-0.6,0.9,0.3,0,7.6,9.7,0,4.9,11.4,4.4,0,0,4
Solomon Hill,22,0.425,0.304,0.857,8.1,1.7,1.5,0.4,hillso01,2014,549,11.9,2013-14,2021-22,22-30,448,189,21.5,1.9,4.9,1.1,2.4,0.8,2.4,0.9,1.1,0.6,2.5,3.1,1.5,0.7,0.2,0.8,1.7,5.5,0.388,0.445,0.331,0.797,0.511,0.471,F,ATLINDMEMMIANOP,103,109,2.3,9.6,0.059,-2.7,0.5,-2.1,-0.3,8.7,3.3,12.3,7.8,9.5,1.6,0.9,13.6,12.6
Scotty Hopson,24,0,0,0.5,3.5,0.5,0,0.5,hopsosc01,2014,1873,-0.1,2013-14,2021-22,24-32,4,0,8.3,0.5,2.3,0.5,1.5,0,0.8,0.5,1,0,0.3,0.3,0.8,0.3,0,0.8,0.3,1.5,0.222,0.333,0,0.5,0.279,0.222,G,CLEDALOKC,55,116,-0.2,0,-0.217,-10.7,-3.4,-14.1,-0.1,-2.5,0,3.2,1.6,12.3,1.6,0,21.8,18.4
Robbie Hummel,24,0.379,0.36,0.938,12.4,3.4,2.5,0.4,hummero01,2014,1032,1.9,2013-14,2014-15,24-25,98,9,14.3,1.5,3.6,1,2.1,0.5,1.4,0.4,0.5,0.7,2,2.7,0.5,0.3,0.1,0.3,1.5,3.9,0.418,0.469,0.343,0.867,0.514,0.487,F,MIN,110,111,1.3,0.7,0.066,-2.2,-0.9,-3.1,-0.4,9.6,5.1,16.5,10.6,5.3,1.1,0.6,7.1,12.3
Sergey Karasev,20,0.343,0.211,0.9,7.1,1.7,0.7,0.3,karasse01,2014,1183,0.8,2013-14,2015-16,20-22,95,22,11.7,1,2.6,0.7,1.4,0.3,1.2,0.7,0.8,0.3,1.2,1.5,0.9,0.3,0,0.6,1,3,0.395,0.489,0.282,0.842,0.519,0.459,G-F,BRKCLE,101,111,0.3,0.5,0.036,-3,-0.4,-3.4,-0.4,8.7,3,11.2,7.1,11.3,1.5,0.3,17.1,13.5
Ryan Kelly,22,0.423,0.338,0.815,22.2,8,3.7,1.6,kellyry01,2014,938,3,2013-14,2016-17,22-25,163,59,19.2,2,5.3,1.4,3.3,0.6,2,1.4,1.8,0.5,2.6,3.1,1.3,0.5,0.5,0.7,1.9,6,0.378,0.416,0.316,0.797,0.498,0.438,F,ATLLAL,103,111,1.5,1.5,0.046,-2.3,-0.2,-2.6,-0.5,10.5,2.6,15.1,8.7,10.2,1.3,2,9.7,15.4
Ognjen Kuzmi?,23,0.385,0,0.455,4.4,0.7,1,0.1,kuzmiog01,2014,1417,0.2,2013-14,2014-15,23-24,37,0,4.4,0.4,0.7,0.4,0.7,0,0,0.2,0.4,0.5,0.6,1,0.2,0.1,0.1,0.4,0.8,0.9,0.52,0.52,,0.6,0.554,0.52,C,GSW,95,102,0,0.2,0.061,-5.9,0.3,-5.6,-0.2,7.6,11.5,13.6,12.6,6.5,1.5,2.3,32.2,12.4
Shane Larkin,21,0.38,0.316,0.64,10.2,2.8,0.9,1.5,larkish01,2014,839,4.4,2013-14,2017-18,21-25,256,41,19.1,2.1,5,1.7,3.7,0.5,1.4,0.8,1,0.3,1.6,1.9,2.9,0.9,0.1,1.2,1.5,5.5,0.422,0.454,0.336,0.777,0.5,0.468,G,BOSBRKDALNYK,100,109,1.2,3.2,0.044,-2.6,0.1,-2.4,-0.6,11.4,1.9,9.6,5.7,22.9,2.6,0.4,17.7,15.7
Ricky Ledo,21,0.353,0.375,1,3,1.7,0.2,0.2,ledori01,2014,1980,-0.6,2013-14,2014-15,21-22,28,0,9.9,1.4,4,0.9,2.8,0.5,1.3,0.7,0.9,0.6,0.8,1.4,0.8,0.3,0,1,0.8,3.9,0.336,0.321,0.371,0.769,0.438,0.394,G,DALNYK,83,113,-0.6,0,-0.096,-4,-3.6,-7.6,-0.4,7,6.5,9.4,7.9,12.6,1.3,0.3,18.4,25.2
Alex Len,20,0.423,0,0.645,8.6,2,2.4,0.1,lenal01,2014,355,21.6,2013-14,2022-23,20-29,586,236,18.5,2.9,5.7,2.7,5.1,0.2,0.6,1.5,2.2,1.8,3.9,5.7,0.8,0.4,0.9,1.2,2.5,7.5,0.507,0.527,0.328,0.683,0.561,0.524,C,ATLPHOSACTORWAS,109,109,10.5,11.1,0.096,-1.8,-0.1,-1.9,0.2,15.2,10.6,23.1,16.8,6.9,1,4.2,14.8,17.9
Ray McCallum,22,0.377,0.373,0.744,19.9,6.2,1.8,2.7,mccalra01,2014,1014,2.1,2013-14,2015-16,22-24,154,46,18.2,2.4,5.9,2,4.6,0.5,1.4,0.7,0.9,0.5,1.5,2,2.4,0.5,0.2,1,1.2,6,0.408,0.43,0.335,0.711,0.47,0.447,G,MEMSACSAS,100,110,0.7,1.4,0.035,-1.7,-0.9,-2.6,-0.4,11,3.2,9.1,6.2,20.7,1.4,0.8,13.1,17.8
CJ McCollum,22,0.416,0.375,0.676,12.5,5.3,1.3,0.7,mccolcj01,2014,149,43.5,2013-14,2022-23,22-31,651,554,31.9,7.4,16.4,5.1,10.4,2.4,6,2.2,2.7,0.6,2.9,3.5,3.7,0.9,0.4,1.8,2.1,19.4,0.453,0.487,0.395,0.808,0.552,0.525,G,NOPPOR,111,113,30.3,13.2,0.101,2.3,-1,1.3,17.2,17.4,2.2,9.9,6,19.3,1.4,1,9.4,26.3
Ben McLemore,20,0.376,0.32,0.804,26.7,8.8,2.9,1,mclembe01,2014,621,9,2013-14,2021-22,20-28,556,267,22.5,3.2,7.7,1.6,3.4,1.6,4.3,1.1,1.4,0.4,1.9,2.3,1,0.6,0.2,1.1,2.1,9,0.414,0.479,0.363,0.78,0.543,0.516,G,HOULALMEMPORSAC,103,113,3.4,5.6,0.035,-1.9,-1.1,-3.1,-3.4,9.8,2,9.3,5.6,6.9,1.4,0.7,11.6,18.1
Gal Mekel,25,0.349,0.25,0.667,9.4,2.4,0.9,2,mekelga01,2014,1990,-0.7,2013-14,2014-15,25-26,35,1,9.6,0.9,3,0.8,2.4,0.1,0.7,0.2,0.3,0.1,0.7,0.8,2.2,0.2,0,0.9,0.9,2.3,0.311,0.337,0.217,0.667,0.355,0.335,G,DALNOP,81,113,-0.7,0.1,-0.094,-5.3,-2.8,-8,-0.5,4.8,1.7,7.9,4.8,31.7,0.9,0.2,22.9,19.6
Tony Mitchell,21,0.417,1,0.579,3.8,1,1.2,0.1,mitchto02,2014,1387,0.2,2013-14,2013-14,21-21,21,0,3.8,0.2,0.6,0.2,0.5,0,0,0.5,0.9,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1,0.417,0.364,1,0.579,0.54,0.458,F,DET,117,104,0.1,0.1,0.151,0.5,-0.1,0.4,0,18.1,19.7,16,18,3.4,3.8,3,16.4,13.2
Tony Mitchell,21,0.417,1,0.579,3.8,1,1.2,0.1,mitchto02,2014,1387,0.2,2013-14,2013-14,21-21,21,0,3.8,0.2,0.6,0.2,0.5,0,0,0.5,0.9,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1,0.417,0.364,1,0.579,0.54,0.458,F,DET,132,109,0,0,0.242,9,1.7,10.6,0,30.9,11.1,0,5.7,22.6,5.2,0,0,22.6
Tony Mitchell,21,0.417,1,0.579,3.8,1,1.2,0.1,mitchto02,2014,1552,0.1,2013-14,2013-14,24-24,3,0,3.3,1,1.7,1,1.3,0,0.3,0,0,0.3,0,0.3,0.3,0.3,0,0,0,2,0.6,0.75,0,,0.6,0.6,F,MIL,117,104,0.1,0.1,0.151,0.5,-0.1,0.4,0,18.1,19.7,16,18,3.4,3.8,3,16.4,13.2
Tony Mitchell,21,0.417,1,0.579,3.8,1,1.2,0.1,mitchto02,2014,1552,0.1,2013-14,2013-14,24-24,3,0,3.3,1,1.7,1,1.3,0,0.3,0,0,0.3,0,0.3,0.3,0.3,0,0,0,2,0.6,0.75,0,,0.6,0.6,F,MIL,132,109,0,0,0.242,9,1.7,10.6,0,30.9,11.1,0,5.7,22.6,5.2,0,0,22.6
Tony Mitchell,24,0.6,0,0,3.3,2,0.3,0.3,mitchto03,2014,1387,0.2,2013-14,2013-14,21-21,21,0,3.8,0.2,0.6,0.2,0.5,0,0,0.5,0.9,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1,0.417,0.364,1,0.579,0.54,0.458,F,DET,117,104,0.1,0.1,0.151,0.5,-0.1,0.4,0,18.1,19.7,16,18,3.4,3.8,3,16.4,13.2
Tony Mitchell,24,0.6,0,0,3.3,2,0.3,0.3,mitchto03,2014,1387,0.2,2013-14,2013-14,21-21,21,0,3.8,0.2,0.6,0.2,0.5,0,0,0.5,0.9,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1,0.417,0.364,1,0.579,0.54,0.458,F,DET,132,109,0,0,0.242,9,1.7,10.6,0,30.9,11.1,0,5.7,22.6,5.2,0,0,22.6
Tony Mitchell,24,0.6,0,0,3.3,2,0.3,0.3,mitchto03,2014,1552,0.1,2013-14,2013-14,24-24,3,0,3.3,1,1.7,1,1.3,0,0.3,0,0,0.3,0,0.3,0.3,0.3,0,0,0,2,0.6,0.75,0,,0.6,0.6,F,MIL,117,104,0.1,0.1,0.151,0.5,-0.1,0.4,0,18.1,19.7,16,18,3.4,3.8,3,16.4,13.2
Tony Mitchell,24,0.6,0,0,3.3,2,0.3,0.3,mitchto03,2014,1552,0.1,2013-14,2013-14,24-24,3,0,3.3,1,1.7,1,1.3,0,0.3,0,0,0.3,0,0.3,0.3,0.3,0,0,0,2,0.6,0.75,0,,0.6,0.6,F,MIL,132,109,0,0,0.242,9,1.7,10.6,0,30.9,11.1,0,5.7,22.6,5.2,0,0,22.6
Shabazz Muhammad,21,0.46,0.273,0.65,7.8,3.9,1.4,0.2,muhamsh01,2014,640,8.5,2013-14,2017-18,21-25,278,16,17.2,3.4,7.2,2.9,5.8,0.4,1.4,1.8,2.4,1.1,1.7,2.8,0.5,0.3,0.1,0.7,1,9,0.473,0.51,0.319,0.751,0.549,0.504,F-G,MILMIN,111,115,7.7,0.7,0.085,0.9,-2.9,-2,0,15.9,7,11.6,9.3,5.5,0.9,0.4,7.4,22.9
Erik Murphy,23,0.231,0,0,2.6,0.3,0.3,0.1,murpher01,2014,1791,-0.1,2013-14,2013-14,23-23,24,0,2.6,0.1,0.5,0.1,0.4,0,0.1,0,0,0.1,0.3,0.3,0.1,0,0.2,0.1,0.3,0.3,0.231,0.3,0,,0.231,0.231,F,CHI,58,103,-0.2,0.1,-0.055,-9,0.3,-8.6,-0.1,0.2,3.7,10.8,7.3,4.9,0,5,13.3,11.2
Toure' Murry,24,0.434,0.417,0.59,7.3,2.7,0.9,1,murryto01,2014,1765,-0.1,2013-14,2014-15,24-25,56,0,7,1,2.4,0.9,2.2,0.1,0.2,0.4,0.7,0.3,0.6,0.8,0.9,0.4,0,0.7,0.9,2.6,0.433,0.434,0.417,0.61,0.48,0.451,G-F,NYKUTAWAS,92,109,-0.3,0.3,-0.006,-4,-0.7,-4.7,-0.3,10.7,4.1,9.6,6.8,20.9,2.7,0.2,20,22.6
Mike Muscala,22,0.425,0,1,10.8,3.8,2.6,0.4,muscami01,2014,407,18.5,2013-14,2022-23,22-31,484,37,15.4,2.2,4.8,1.2,2.2,1,2.6,0.8,0.9,0.8,2.4,3.2,0.9,0.3,0.5,0.6,1.5,6.2,0.456,0.547,0.378,0.84,0.588,0.558,F-C,ATLBOSLALOKCPHI,116,109,10.2,8.3,0.119,0,0.2,0.2,4.1,14,5.6,16.6,11.2,8.3,1.1,2.7,9.8,16.3
Nemanja Nedovi?,22,0.205,0.167,0.875,5.9,1.1,0.6,0.5,nedovne01,2014,1958,-0.4,2013-14,2013-14,22-22,24,0,5.9,0.3,1.6,0.2,0.9,0.1,0.8,0.3,0.3,0.1,0.5,0.6,0.5,0,0,0.5,0.5,1.1,0.205,0.238,0.167,0.875,0.306,0.244,G,GSW,65,109,-0.5,0.1,-0.132,-8.2,-1.9,-10,-0.3,-1.7,2.3,9.1,5.8,12.1,0,0.5,23.4,17.2
James Nunnally,23,0.326,0.32,0.667,12.7,3.4,1.5,0.6,nunnaja01,2014,1588,0,2013-14,2020-21,23-30,37,0,8.5,0.9,2.5,0.3,0.8,0.5,1.7,0.3,0.4,0.1,0.8,0.9,0.5,0.2,0.1,0.3,0.6,2.6,0.344,0.387,0.323,0.733,0.477,0.452,F,ATLHOUMINNOPPHI,97,114,-0.1,0.1,0.005,-3,-1.8,-4.8,-0.2,6.8,1.1,10.6,5.8,8,1.1,0.5,9.1,15
Victor Oladipo,21,0.419,0.327,0.78,31.1,13.8,4.1,4.1,oladivi01,2014,301,25.6,2013-14,2022-23,21-30,499,396,32.3,6.2,14.2,4.6,9.6,1.6,4.6,2.9,3.7,0.6,3.9,4.5,3.9,1.6,0.5,2.5,2.4,16.9,0.436,0.48,0.346,0.789,0.534,0.492,G,HOUINDMIAOKCORL,103,107,6.9,18.7,0.076,0.2,0.4,0.7,10.8,16,2,13.6,7.7,19.6,2.5,1.2,13.7,25.1
Kelly Olynyk,22,0.466,0.351,0.811,20,8.7,5.2,1.6,olynyke01,2014,183,38.9,2013-14,2022-23,22-31,667,223,22.5,3.7,7.7,2.5,4.4,1.2,3.3,1.7,2.1,1.2,3.9,5.1,2.2,0.8,0.5,1.5,2.8,10.2,0.478,0.561,0.368,0.79,0.594,0.557,C-F,BOSDETHOUMIAUTA,112,108,19.8,19.1,0.124,0.1,0.8,0.8,10.6,15.6,5.8,19.2,12.5,14.8,1.7,1.8,15.1,19.6
Arinze Onuaku,26,0.2,0,0.5,6,0.6,1.6,0.6,onuakar01,2014,1385,0.2,2013-14,2016-17,26-29,19,1,6.6,0.8,1.2,0.8,1.2,0,0,0.2,0.5,0.6,1.3,1.8,0.5,0.1,0.2,0.3,0.6,1.8,0.652,0.652,,0.4,0.62,0.652,C,CLEMINNOPORL,118,111,0.2,0.1,0.095,-0.8,-1.1,-1.9,0,14.5,9.7,22.3,15.8,10.9,0.4,2.5,15.4,11.4
Mason Plumlee,23,0.659,0,0.626,18.2,7.4,4.4,0.9,plumlma01,2014,110,51.2,2013-14,2022-23,23-32,727,446,22.8,3.4,5.7,3.4,5.7,0,0.1,1.8,3.2,2.2,4.7,6.9,2.5,0.7,0.9,1.5,2.8,8.6,0.594,0.599,0.049,0.566,0.604,0.594,C-F,BRKCHODENDETLACPOR,118,107,29.9,21.4,0.148,0,1.4,1.4,14.2,17.9,10.3,23,16.6,16.2,1.6,3.2,17.4,16.6
Otto Porter Jr.,20,0.363,0.19,0.667,8.6,2.1,1.5,0.3,porteot01,2014,201,36.5,2013-14,2022-23,20-29,512,318,25.8,4.1,8.5,2.7,5.2,1.3,3.3,1.1,1.4,1.2,3.9,5,1.5,1.1,0.4,0.8,1.8,10.5,0.478,0.529,0.397,0.797,0.578,0.555,F,CHIGSWORLTORWAS,116,107,20.3,16.2,0.132,1,0.8,1.8,12.6,15.6,5,16.6,10.8,8.7,2.2,1.4,7.9,16.7
Phil Pressey,22,0.308,0.264,0.644,15.1,2.8,1.4,3.2,pressph01,2014,1199,0.8,2013-14,2015-16,22-24,148,11,13.6,1.2,3.4,0.8,2.1,0.3,1.3,0.5,0.8,0.2,1.2,1.5,2.9,0.8,0.1,1.1,1.2,3.2,0.341,0.392,0.254,0.63,0.419,0.388,G,BOSPHIPHO,91,106,-1.4,2.1,0.018,-3.3,0.6,-2.7,-0.4,9.9,1.9,10.2,6,31.4,2.9,0.6,22.4,15.7
Miroslav Raduljica,26,0.54,0,0.818,9.7,3.8,2.3,0.5,radulmi01,2014,1141,1.1,2013-14,2014-15,26-27,53,2,9.2,1.3,2.5,1.3,2.5,0,0,0.9,1.1,1.1,1.1,2.1,0.4,0.2,0.2,0.6,1.7,3.6,0.53,0.53,,0.825,0.594,0.53,C,MILMIN,115,113,0.9,0.1,0.104,-2.5,-1.7,-4.2,-0.3,14.7,12.7,13.8,13.3,7.9,0.9,2.2,15.9,17.5
Glen Rice Jr.,23,0.297,0.294,0.714,9.9,2.9,1.8,0.6,ricegl02,2014,1910,-0.2,2013-14,2014-15,23-24,16,1,9.5,0.9,3.3,0.5,1.8,0.4,1.5,0.6,0.8,0.4,1.1,1.5,0.6,0.4,0.1,0.7,1.1,2.7,0.269,0.286,0.25,0.692,0.372,0.327,G,WAS,76,105,-0.4,0.2,-0.065,-6.8,0.2,-6.6,-0.2,3.8,4.5,13.9,9.1,8.5,2,0.5,16,20.4
