Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,AlternativeName,Rook_Year,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,WS,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Rawle Marshall,23,0.4,0.333,0.759,10.5,3.1,1.3,0.4,marshra01,2006,2005-06,2006-07,23-24,63,11,9.6,0.9,2.4,0.8,2,0.1,0.3,0.8,1.2,0.3,0.7,1,0.4,0.3,0.2,0.5,0.6,2.7,0.376,0.398,0.238,0.716,0.468,0.393,G-F,DALIND,0.2,92,107,-0.3,0.6,0.018,-3.1,0.1,-3,-0.2,8.1,3.1,8.6,5.9,6,1.8,1.5,15.8,16.3
Jason Maxiell,22,0.426,0,0.333,6.1,2.3,1.1,0.1,maxieja01,2006,2005-06,2014-15,22-31,618,188,18.4,2.3,4.6,2.3,4.6,0,0,1.1,2,1.7,2.5,4.2,0.4,0.4,0.8,0.8,1.9,5.6,0.495,0.496,0,0.564,0.518,0.495,F-C,CHODETORL,20.3,105,106,8.1,12.2,0.086,-2.2,-0.3,-2.5,-1.4,13,10.6,16.3,13.4,3.8,1.1,3.4,12.7,15.7
Sean May,21,0.409,0,0.766,17.3,8.2,4.7,1,mayse01,2006,2005-06,2009-10,21-25,119,25,15.7,2.7,5.9,2.7,5.8,0,0.1,1.4,1.9,1.3,2.7,4,1,0.4,0.4,1.1,2,6.9,0.458,0.462,0.231,0.746,0.508,0.46,F-C,CHASAC,2.6,100,106,0.5,2.2,0.068,-1.4,-0.3,-1.7,0.2,14.9,9.5,21.2,15.2,10.9,1.5,1.9,14.2,22.8
Rashad McCants,21,0.45,0.372,0.736,17.2,7.9,1.8,0.8,mccanra01,2006,2005-06,2008-09,21-24,249,39,20.2,3.7,8.6,2.5,5.4,1.2,3.2,1.4,1.8,0.5,1.6,2,1.3,0.7,0.2,1.5,2.3,10,0.431,0.467,0.368,0.741,0.528,0.499,G,MINSAC,3.6,99,111,0.4,3.2,0.035,-0.8,-0.9,-1.7,0.4,12.9,2.6,9.2,5.9,11.5,1.9,0.9,13.4,24.6
Aaron Miles,22,0.333,0,1,6.2,0.8,0.7,1.3,milesaa01,2006,2005-06,2005-06,22-22,19,0,6.2,0.3,0.9,0.3,0.9,0,0,0.2,0.2,0,0.7,0.7,1.3,0.2,0.1,0.6,0.7,0.8,0.333,0.333,,1,0.405,0.333,G,GSW,0,82,107,-0.2,0.1,-0.015,-5.7,0.8,-5,-0.1,6,0,13.6,6.6,29.5,1.7,0.6,35.8,11.6
C.J. Miles,18,0.368,0.25,0.75,8.8,3.4,1.7,0.7,milescj01,2006,2005-06,2021-22,18-34,849,303,20.4,3.4,8.3,1.9,4.2,1.5,4.1,1.3,1.6,0.4,1.9,2.4,1.1,0.7,0.3,0.9,2.1,9.6,0.411,0.463,0.358,0.809,0.533,0.5,G-F,BOSCLEINDMEMTORUTAWAS,30.1,105,108,14.1,16,0.084,-0.1,-0.3,-0.4,6.9,13.1,2.4,10.9,6.7,8.5,1.8,1.2,8.7,21.6
Sergei Monia,22,0.333,0.265,0.714,13.2,3,2,0.7,moniase01,2006,2005-06,2005-06,22-22,26,15,13.2,1.1,3.3,0.8,2,0.3,1.3,0.4,0.5,0.4,1.6,2,0.7,0.3,0.2,0.5,1.6,3,0.333,0.377,0.265,0.714,0.413,0.385,F,PORSAC,-0.2,89,113,-0.3,0.1,-0.025,-4.2,-1.1,-5.3,-0.3,6.3,3.8,14.6,9.1,8.9,1.1,1.1,11.4,14.5
Boniface N'Dong,28,0.415,0,0.667,6.6,2.2,1.6,0.3,ndongbo01,2006,2005-06,2005-06,28-28,23,1,6.6,1,2.3,1,2.3,0,0,0.3,0.4,0.7,1,1.6,0.3,0.1,0.2,0.3,1,2.2,0.415,0.423,0,0.667,0.439,0.415,C,LAC,0.2,97,104,0,0.2,0.058,-3.8,-1.2,-5,-0.1,11,12,16.1,14.1,7.5,0.7,2.5,9.5,19.1
Fabricio Oberto,30,0.473,0,0.556,8.3,1.7,2.1,0.5,obertfa01,2006,2005-06,2010-11,30-35,336,128,14.5,1.4,2.5,1.4,2.5,0,0,0.4,0.6,1.3,2.2,3.5,0.9,0.3,0.2,0.7,2.2,3.2,0.576,0.579,0,0.617,0.588,0.576,C-F,PORSASWAS,13.6,115,103,6,7.5,0.134,-2.8,1.2,-1.6,0.5,11.2,11,17.5,14.3,9.4,1,1.1,19.7,11.2
Andre Owens,25,0.365,0.188,0.667,9.1,3,0.9,0.3,owensan01,2006,2005-06,2007-08,25-27,54,9,11.1,1.2,3.4,0.9,2.3,0.4,1,0.7,1,0.4,0.8,1.3,1,0.3,0.1,0.7,1.1,3.6,0.37,0.368,0.375,0.712,0.471,0.428,G,INDUTA,0.2,96,110,-0.2,0.4,0.018,-3,-0.5,-3.5,-0.2,8.3,4.5,8.3,6.4,13.8,1.5,0.4,15.4,17.8
Chris Paul,20,0.43,0.282,0.847,36,16.1,5.1,7.8,paulch01,2006,2005-06,2022-23,20-37,1202,1202,34.4,6.3,13.4,5,9.8,1.3,3.7,3.9,4.5,0.6,3.9,4.5,9.5,2.1,0.2,2.4,2.4,17.9,0.472,0.51,0.369,0.87,0.582,0.522,G,HOULACNOHNOKOKCPHO,203.7,123,105,147.6,56,0.236,5,2.2,7.1,95.5,24.4,2,12.9,7.5,45.1,3.2,0.4,13.4,23.5
Johan Petro,20,0.51,0,0.627,18.9,5.2,4.4,0.2,petrojo01,2006,2005-06,2012-13,20-27,473,139,15.4,2.1,4.5,2.1,4.4,0,0,0.5,0.8,1.1,2.7,3.9,0.5,0.4,0.5,0.8,2.4,4.7,0.462,0.464,0.154,0.678,0.484,0.462,C,ATLDENNJNOKCSEA,5.5,97,108,-1,6.5,0.037,-4.2,-0.3,-4.6,-4.6,10.4,8.5,21,14.7,5.1,1.4,2.4,14.1,16.4
Josh Powell,23,0.457,0,0.8,11.6,3,2.2,0.2,poweljo01,2006,2005-06,2013-14,23-31,316,28,12.6,1.6,3.6,1.6,3.5,0,0.1,0.7,0.9,1,1.9,2.9,0.5,0.2,0.2,0.8,1.6,3.9,0.438,0.44,0.35,0.743,0.483,0.441,F,ATLDALGSWHOUINDLACLAL,2.5,96,108,-1.3,3.8,0.03,-4.2,-1.6,-5.7,-3.8,9.2,9.7,17.4,13.5,6.3,0.6,1.3,16.7,17.5
Ronnie Price,22,0.362,0.222,1,5.2,2.1,0.5,0.4,pricero01,2006,2005-06,2016-17,22-33,544,73,13.4,1.4,3.6,0.9,2.2,0.4,1.5,0.5,0.7,0.3,0.9,1.2,1.8,0.8,0.1,0.9,1.7,3.7,0.373,0.422,0.302,0.738,0.467,0.434,G,LALORLPHOPORSACUTA,4,95,108,-2.5,6.5,0.026,-3.8,0.9,-2.9,-1.6,9.1,2.8,7.7,5.2,19.3,3,0.6,18.1,16.1
Shavlik Randolph,22,0.454,0,0.606,8.5,2.3,2.3,0.3,randosh01,2006,2005-06,2014-15,22-31,146,7,8.2,0.9,2,0.9,1.9,0,0,0.6,1,1,1.5,2.5,0.2,0.3,0.3,0.4,1.3,2.3,0.449,0.456,0.167,0.544,0.482,0.451,F,BOSMIAPHIPHOPOR,2.2,102,104,0.6,1.6,0.089,-2.9,-0.6,-3.4,-0.4,12.6,14.8,20.5,17.7,4.6,1.9,2.4,14.3,15.7
Anthony Roberson,22,0.452,0.5,1,5.5,2.2,0.4,0.3,roberan02,2006,2005-06,2008-09,22-25,65,1,9.1,1.6,3.9,0.8,1.7,0.8,2.2,0.1,0.2,0.1,0.6,0.8,0.5,0.4,0,0.4,0.8,4.1,0.4,0.459,0.356,0.9,0.511,0.502,G,CHIGSWMEMNYK,0.5,101,110,0.1,0.4,0.044,-1.3,-0.6,-1.9,0,11.5,1.5,7.9,4.6,9.6,1.9,0.1,8.5,21
Lawrence Roberts,23,0.455,0,0.478,5.5,1.5,1.5,0.2,roberla01,2006,2005-06,2006-07,23-24,87,18,13.2,1.3,2.9,1.3,2.9,0,0,1.2,1.8,1.5,2.1,3.6,0.4,0.5,0.2,0.5,1.9,3.8,0.452,0.46,0,0.688,0.522,0.452,F,MEM,2.5,114,109,1.7,0.9,0.106,-1.5,-0.5,-1.9,0,13.5,13.3,19,16.1,4.7,2,1,11.4,14.3
Nate Robinson,21,0.407,0.397,0.752,21.4,9.3,2.3,2,robinna01,2006,2005-06,2015-16,21-31,618,107,22.5,4,9.4,2.7,5.8,1.3,3.6,1.7,2.2,0.6,1.7,2.3,3,0.9,0.1,1.4,2.4,11,0.423,0.463,0.36,0.796,0.531,0.493,G,BOSCHIDENGSWLACNOPNYKOKC,27.8,108,110,18.5,9.4,0.096,0.9,-0.4,0.5,8.6,15.6,3.1,8.9,6,22.6,2,0.2,12,23.6
Melvin Sanders,25,0.485,0.667,0.7,7.1,2.6,1.4,0.2,sandeme01,2006,2005-06,2005-06,25-25,16,0,7.1,1,2.1,0.9,1.9,0.1,0.2,0.4,0.6,0.3,1.2,1.4,0.2,0.3,0,0.5,1.3,2.6,0.485,0.467,0.667,0.7,0.548,0.515,G-F,SAS,0.2,96,97,0,0.2,0.093,-5.5,1.6,-3.9,-0.1,10.5,4.3,19.4,12,4.3,2.4,0,17.6,19.2
Alex Scales,27,0,0,0,0,0,0,0,scaleal01,2006,2005-06,2005-06,27-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,G,SAS,0,,,0,0,,,,,0,,,,,,,,,
Luke Schenscher,23,0.615,0,0.308,7.5,1.8,1.5,0.4,schenlu01,2006,2005-06,2006-07,23-24,31,0,8.6,0.7,1.6,0.7,1.6,0,0,0.3,0.6,0.6,1.2,1.7,0.3,0.1,0.2,0.3,1.5,1.8,0.469,0.469,,0.45,0.476,0.469,C,CHIPOR,0.3,99,107,0,0.2,0.047,-4.7,-0.1,-4.8,-0.2,6.9,8,16.1,12.1,4.6,0.6,2.1,13.5,11.5
Wayne Simien,22,0.483,0,0.882,9.6,3.4,2,0.2,simiewa01,2006,2005-06,2006-07,22-23,51,2,9.9,1.3,2.8,1.3,2.8,0,0,0.7,0.8,0.8,1.1,1.9,0.2,0.3,0,0.5,1.6,3.3,0.469,0.469,,0.854,0.525,0.469,F,MIA,0.9,104,106,0.3,0.5,0.083,-3.7,-0.8,-4.4,-0.3,10.5,10.4,12.5,11.5,3.4,1.6,0.2,14.4,17.2
James Singleton,24,0.51,0.5,0.78,12.8,3.4,3.3,0.5,singlja01,2006,2005-06,2011-12,24-30,243,19,13.4,1.5,3.2,1.3,2.7,0.1,0.5,0.8,1,1.3,2.4,3.7,0.4,0.4,0.5,0.6,1.6,3.9,0.462,0.493,0.292,0.833,0.538,0.485,F,DALLACWAS,8.1,111,104,3.6,4.5,0.12,-1.4,0.4,-1,0.8,14,11.5,20.7,16.2,5.2,1.6,2.7,13.6,14.4
Salim Stoudamire,23,0.415,0.38,0.9,20.3,9.7,1.9,1.2,stoudsa01,2006,2005-06,2007-08,23-25,157,1,17,2.8,7,1.8,4.1,1.1,2.9,1.3,1.5,0.1,1.2,1.4,1,0.4,0.1,1,1.5,8,0.407,0.435,0.366,0.882,0.526,0.483,G,ATL,2.2,103,114,1.7,0.5,0.04,-0.7,-2.2,-2.9,-0.6,11.8,1,8.8,4.8,10.9,1.1,0.3,11.7,23.1
Chris Taft,20,0.605,0,0.167,8.5,2.8,2.1,0.1,taftch01,2006,2005-06,2005-06,20-20,17,0,8.5,1.4,2.2,1.4,2.2,0,0,0.1,0.4,1.1,1,2.1,0.1,0.1,0.4,0.1,1.5,2.8,0.605,0.605,,0.167,0.578,0.605,F,GSW,0.5,125,107,0.3,0.1,0.155,-0.8,0.2,-0.7,0,15.6,14.4,13.5,13.9,2.4,0.7,3.6,4.7,13.2
Donell Taylor,23,0.39,0.235,0.698,9.1,2.7,1,0.9,taylodo01,2006,2005-06,2006-07,23-24,98,2,8.5,1.1,2.8,1,2.5,0.1,0.3,0.4,0.7,0.3,0.8,1.1,0.9,0.5,0.1,0.6,0.8,2.7,0.395,0.421,0.206,0.641,0.437,0.408,G,WAS,0,91,108,-0.7,0.7,0,-3.2,0.5,-2.6,-0.1,10.2,4,10.9,7.3,17.2,2.9,0.7,16.2,19.3
Dijon Thompson,22,0.44,0.364,1,4.3,2.8,1.1,0.1,thompdi01,2006,2005-06,2006-07,22-23,16,0,5.8,1.1,2.5,0.8,1.7,0.3,0.8,0.4,0.5,0.4,0.8,1.2,0.2,0.2,0.1,0.2,0.5,2.8,0.425,0.481,0.308,0.875,0.517,0.475,G-F,ATLPHO,0.2,107,107,0.1,0.1,0.102,0.7,-1.1,-0.5,0,16.4,8.7,14.7,11.7,5.4,1.6,0.8,6.4,22.7
Ronny Turiaf,23,0.5,0,0.556,7,2,1.6,0.3,turiaro01,2006,2005-06,2014-15,23-32,473,105,17,1.8,3.4,1.8,3.4,0,0,1.1,1.7,1.1,2.6,3.7,1.3,0.4,1.3,0.8,2.4,4.7,0.533,0.535,0,0.636,0.566,0.533,F,GSWLACLALMIAMINNYKWAS,19.2,114,106,10.1,9.1,0.115,-1.5,1.8,0.3,4.7,13.8,7.4,17.3,12.4,11,1.1,5.4,15.5,12.6
Charlie Villanueva,21,0.463,0.327,0.706,29.1,13,6.4,1.1,villach01,2006,2005-06,2015-16,21-31,656,163,20.7,4,9.3,3,6.1,1.1,3.2,1.2,1.6,1.2,3.4,4.6,0.8,0.5,0.5,1,2.2,10.4,0.435,0.484,0.341,0.772,0.52,0.494,F,DALDETMILTOR,22.6,105,109,12,10.6,0.08,0.6,-1.3,-0.6,4.7,16,6.7,20.1,13.2,7.2,1.3,2.1,9,24.1
Von Wafer,20,0.158,0.118,0.75,4.6,1.3,0.5,0.3,wafervo01,2006,2005-06,2011-12,20-26,200,14,12.4,2,4.6,1.4,3.1,0.5,1.6,0.9,1.1,0.2,1,1.2,0.7,0.4,0.1,0.6,0.8,5.3,0.42,0.469,0.325,0.751,0.512,0.475,G,BOSDENHOULACLALORLPOR,3.3,100,106,0.4,2.9,0.064,-1.6,-0.2,-1.8,0.1,11.8,1.9,9,5.6,10.1,1.6,0.6,11.1,21.8
Matt Walsh,23,1,0,0,1.5,1,0,0,walshma01,2006,2005-06,2005-06,23-23,2,0,1.5,0.5,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0.5,0,1,1,1,,0,0.532,1,G-F,MIA,0,42,113,0,0,-0.642,-8.8,-6.9,-15.7,0,-2.4,0,0,0,0,0,0,34.7,44.3
Hakim Warrick,23,0.443,0,0.661,10.6,4.1,2.1,0.4,warriha01,2006,2005-06,2012-13,23-30,526,108,20.2,3.4,6.9,3.3,6.7,0,0.2,2.6,3.6,1.3,2.7,4,0.8,0.4,0.3,1.2,1.8,9.4,0.49,0.499,0.191,0.726,0.555,0.493,F,CHACHIMEMMILNOHPHO,20.4,108,110,13.2,7.2,0.092,-0.6,-1.2,-1.9,0.4,15.5,7.5,15.8,11.6,6.4,1.1,1.1,12.3,21.8
Martell Webster,19,0.399,0.357,0.859,17.5,6.6,2.1,0.6,webstma02,2006,2005-06,2014-15,19-28,580,266,24,2.9,7,1.6,3.4,1.4,3.6,1.5,1.9,0.6,2.5,3.1,1,0.5,0.3,0.9,1.8,8.7,0.418,0.454,0.382,0.791,0.556,0.515,G-F,MINPORWAS,24.7,109,109,14.7,10,0.085,-0.3,-0.5,-0.8,4.3,11.7,2.9,12.4,7.6,6.8,1.1,0.9,10.5,16.8
Robert Whaley,23,0.404,0,0.5,9.2,2.1,1.9,0.7,whalero01,2006,2005-06,2005-06,23-23,23,0,9.2,1,2.5,1,2.5,0,0,0.1,0.3,0.7,1.2,1.9,0.7,0.3,0.3,0.6,1.8,2.1,0.404,0.404,,0.5,0.411,0.404,C,UTA,0,87,105,-0.2,0.3,0.004,-5.6,0.5,-5.1,-0.2,7.6,9.1,15.6,12.3,13.8,1.8,3.1,19,16.1
Deron Williams,21,0.421,0.416,0.704,28.8,10.8,2.4,4.5,willide01,2006,2005-06,2016-17,21-32,845,771,34.2,5.8,13,4.4,9.1,1.4,3.9,3.4,4.1,0.4,2.7,3.1,8.1,1,0.2,2.8,2.5,16.3,0.445,0.482,0.357,0.822,0.552,0.498,G,BRKCLEDALNJNUTA,77.3,112,110,58.4,18.9,0.129,2.9,-1,1.9,28.3,18.2,1.4,9.3,5.4,39.5,1.6,0.6,16.1,23.5
Lou Williams,19,0.442,0.222,0.615,4.8,1.9,0.6,0.3,willilo02,2006,2005-06,2021-22,19-35,1123,122,24.1,4.5,10.7,3.2,7,1.3,3.7,3.6,4.3,0.4,1.8,2.2,3.4,0.8,0.2,1.7,1.3,13.9,0.419,0.454,0.351,0.842,0.551,0.479,G,ATLHOULACLALPHITOR,65.7,111,111,46.6,19.2,0.116,2.3,-0.9,1.4,23.2,18,1.8,8.5,5.1,22.8,1.8,0.6,11.8,26.2
Marvin Williams,19,0.443,0.245,0.747,24.7,8.5,4.8,0.8,willima02,2006,2005-06,2019-20,19-33,1072,828,28.1,3.7,8.3,2.7,5.6,1,2.7,1.9,2.4,1.2,4,5.2,1.3,0.8,0.5,1,2,10.2,0.443,0.482,0.361,0.808,0.548,0.502,F,ATLCHOMILUTA,65.1,111,108,36.3,28.9,0.104,-0.3,-0.1,-0.4,12.3,13.6,4.8,16.3,10.5,7.2,1.4,1.5,9.3,16.6
Antoine Wright,21,0.358,0.067,0.5,9.5,1.8,0.8,0.3,wrighan01,2006,2005-06,2010-11,21-26,297,96,19.2,2.1,5,1.6,3.3,0.5,1.7,0.8,1.1,0.5,1.8,2.3,1,0.5,0.2,0.8,2,5.4,0.412,0.467,0.304,0.674,0.49,0.463,G-F,DALNJNSACTOR,3.1,98,111,-0.6,3.6,0.026,-3.3,-0.4,-3.7,-2.4,7.9,3.2,10.6,7,7.9,1.3,1,12.1,15.1
Bracey Wright,21,0.412,0.353,0.875,19.3,8.9,2.6,0.7,wrighbr02,2006,2005-06,2006-07,21-22,26,0,12.5,1.7,4.3,1.3,2.8,0.5,1.4,1,1.3,0.4,1.1,1.5,0.8,0.4,0,0.5,0.5,5,0.405,0.446,0.324,0.794,0.512,0.459,G,MIN,0.5,103,108,0.2,0.3,0.068,-0.7,-1,-1.6,0,13.1,3.8,10.4,7.2,10.1,1.6,0.2,10,20.2
Derrick Zimmerman,24,0.667,0,0,16,2,2,3.5,zimmede01,2006,2005-06,2005-06,24-24,2,0,16,1,1.5,1,1.5,0,0,0,0,0.5,1.5,2,3.5,0,0,2,2,2,0.667,0.667,,,0.667,0.667,G,NJN,0,88,108,0,0,0.004,-7.7,-2.7,-10.4,-0.1,5.5,3.6,11.2,7.3,34.2,0,0,57.1,10.3
Hassan Adams,22,0.556,0,0.667,8.1,2.9,1.3,0.2,adamsha01,2007,2006-07,2008-09,22-24,73,8,7.5,1.1,2,1.1,2,0,0,0.4,0.6,0.5,0.7,1.2,0.2,0.2,0.1,0.4,0.7,2.5,0.534,0.537,0,0.643,0.556,0.534,G,NJNTOR,0.8,104,108,0.3,0.5,0.072,-1.9,-0.3,-2.3,0,11.8,7.8,10.3,9.1,4.4,1.7,0.7,13.5,16.4
Maurice Ager,22,0.314,0.333,0.606,6.7,2.2,0.7,0.2,agerma01,2007,2006-07,2010-11,22-26,82,4,6.2,0.8,2.3,0.6,1.8,0.1,0.5,0.4,0.6,0.1,0.5,0.6,0.2,0.1,0.1,0.4,0.8,2.1,0.339,0.366,0.25,0.566,0.398,0.368,G,DALMINNJN,-0.9,79,111,-1.3,0.3,-0.089,-6.9,-2.5,-9.4,-0.9,2.8,1.9,8.8,5.4,6.1,0.6,0.9,12,22.1
LaMarcus Aldridge,21,0.503,0,0.722,22.1,9,5,0.4,aldrila01,2007,2006-07,2021-22,21-36,1076,997,33.7,7.7,15.7,7.5,15,0.2,0.7,3.4,4.2,2.6,5.5,8.1,1.9,0.7,1.1,1.5,2.4,19.1,0.493,0.5,0.32,0.813,0.544,0.499,F-C,BRKPORSAS,115.7,113,107,72.9,42.8,0.153,2,-0.3,1.7,33.4,20.7,8.8,18.8,13.8,10.2,1.1,2.6,8,25.7
Lou Amundson,24,0.4,0,0.4,8.1,1.5,2.5,0.1,amundlo01,2007,2006-07,2015-16,24-33,428,42,12.9,1.5,3.2,1.5,3.2,0,0,0.6,1.4,1.5,2.1,3.6,0.4,0.4,0.7,0.7,2,3.7,0.474,0.475,0,0.444,0.479,0.474,F-C,CHICLEGSWINDMINNOHNOPNYKPHIPHOUTA,6.9,100,106,0.9,6.1,0.06,-3.3,-0.2,-3.5,-2.1,12,13.6,18.4,16,5.2,1.4,4.2,15.5,15.7
Hilton Armstrong,22,0.544,0,0.597,11.3,3.1,2.7,0.2,armsthi01,2007,2006-07,2013-14,22-29,292,40,11.6,1.2,2.4,1.2,2.3,0,0,0.6,1.1,1,1.6,2.6,0.3,0.3,0.5,0.8,1.9,3,0.501,0.503,0.286,0.582,0.529,0.502,F-C,ATLGSWHOUNOHNOKSACWAS,3.9,98,106,-0.4,4.3,0.055,-4.6,0.5,-4.1,-1.8,9.9,10,16.6,13.2,4.5,1.4,3.3,21.7,14.6
James Augustine,22,0.333,0,0,3.5,1,1.5,1,augusja01,2007,2006-07,2007-08,22-23,27,0,5.8,0.7,1.4,0.7,1.4,0,0,0.1,0.3,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6,0.514,0.514,,0.5,0.518,0.514,F,ORL,0.3,109,106,0.1,0.2,0.101,-2.5,-0.2,-2.7,0,11.1,13.2,11.5,12.3,4.2,1.6,0.9,12.9,13.7
Kelenna Azubuike,23,0.445,0.43,0.782,16.3,7.1,2.3,0.7,azubuke01,2007,2006-07,2011-12,23-28,208,84,24.2,3.9,8.4,2.8,5.9,1,2.5,1.8,2.3,1.2,2.8,4,1.1,0.6,0.5,1,2,10.5,0.459,0.48,0.409,0.77,0.557,0.519,G,DALGSW,9.3,112,113,7.1,2.2,0.088,0.6,-1.2,-0.6,1.8,14.3,5.4,12.6,8.9,6.8,1.3,1.5,9.4,18.3
Renaldo Balkman,22,0.505,0.185,0.567,15.6,4.9,4.3,0.6,balkmre01,2007,2006-07,2011-12,22-27,221,12,13.9,1.7,3.3,1.6,3,0,0.3,0.7,1.2,1.3,2.2,3.5,0.6,0.7,0.5,0.6,1.9,4,0.51,0.543,0.172,0.542,0.532,0.518,F,DENNYK,7.2,109,104,2.8,4.3,0.113,-1.4,1.5,0.1,1.6,14.3,10.6,18.6,14.6,6.9,2.8,2.7,13.8,14.3
J.J. Barea,22,0.359,0.286,0.667,5.8,2.4,0.8,0.7,bareajo01,2007,2006-07,2019-20,22-35,831,107,19.6,3.4,8,2.4,5.2,1,2.8,1.1,1.4,0.3,1.8,2.1,3.9,0.4,0,1.5,1.4,8.9,0.424,0.462,0.352,0.794,0.515,0.485,G,DALMIN,23.8,104,111,13.7,10.1,0.07,0.7,-1.4,-0.7,5.3,14.5,1.7,10.4,6,33.2,1,0.1,14.9,23.4
Andrea Bargnani,21,0.427,0.373,0.824,25.1,11.6,3.9,0.8,bargnan01,2007,2006-07,2015-16,21-30,550,377,28.7,5.3,12.1,4.2,8.9,1.1,3.2,2.5,3,1,3.7,4.6,1.2,0.4,0.9,1.5,2.4,14.3,0.439,0.47,0.354,0.824,0.531,0.486,F-C,BRKNYKTOR,18.9,103,111,9.8,9.1,0.057,-0.1,-1.5,-1.6,1.5,14.4,3.9,15,9.5,7.1,0.7,2.4,10.3,24
Will Blalock,23,0.3,0.2,1,11.9,1.8,1.1,1.2,blalowi01,2007,2006-07,2006-07,23-23,14,0,11.9,0.6,2.1,0.6,1.8,0.1,0.4,0.4,0.4,0.4,0.6,1.1,1.2,0.4,0,0.9,0.6,1.8,0.3,0.32,0.2,1,0.383,0.317,G,DET,-0.1,80,108,-0.3,0.1,-0.032,-5.3,-0.6,-5.8,-0.2,4.5,4.3,6.4,5.4,14.9,1.7,0,26.9,12.8
Josh Boone,22,0.579,0,0.544,11,4.2,2.9,0.2,boonejo01,2007,2006-07,2009-10,22-25,256,88,17.5,2.2,4.1,2.2,4.1,0,0,0.8,1.8,1.9,3,4.9,0.5,0.4,0.7,0.7,1.8,5.2,0.544,0.544,,0.445,0.538,0.544,F-C,NJN,9.1,110,107,4.3,4.7,0.097,-1.4,-0.6,-2,0,14.2,12.4,20.4,16.4,4.7,1.2,3.1,11.9,14.6
Cedric Bozeman,23,0.282,0.154,0.333,8.7,1.1,1,0.4,bozemce01,2007,2006-07,2006-07,23-23,23,5,8.7,0.5,1.7,0.4,1.1,0.1,0.6,0.1,0.3,0.1,0.9,1,0.4,0.2,0.1,0.4,1.4,1.1,0.282,0.346,0.154,0.333,0.312,0.308,G,ATL,-0.3,66,110,-0.4,0.1,-0.077,-7.6,0.3,-7.3,-0.3,-0.1,1.8,12.3,7,6.9,1.3,0.8,17.8,11.7
Ronnie Brewer,21,0.528,0,0.675,12.1,4.6,1.3,0.4,brewero02,2007,2006-07,2013-14,21-28,502,304,23,3.1,6.3,2.9,5.6,0.2,0.7,1.5,2.2,0.9,1.9,2.8,1.6,1.2,0.2,0.8,1.1,7.8,0.49,0.52,0.254,0.675,0.539,0.505,G-F,CHIHOUMEMNYKOKCUTA,30.4,112,104,14.6,15.9,0.127,-0.2,1.8,1.6,10.6,14.4,4.7,9.8,7.3,10.9,2.8,0.8,9.6,15.8
Andre Brown,25,0.568,0,0.6,7.1,2.4,1.9,0.1,brownan01,2007,2006-07,2008-09,25-27,75,1,8,1.1,2.1,1.1,2.1,0,0,0.4,0.9,0.9,1.4,2.4,0.1,0.2,0.1,0.6,1,2.6,0.516,0.519,0,0.5,0.524,0.516,F,CHAMEMSEA,0.3,97,110,-0.1,0.4,0.023,-3.4,-2.1,-5.5,-0.5,11.4,13.5,21.2,17.3,2.9,1.2,1,20.3,17.8
Dee Brown,22,0.327,0.214,0.649,9.2,1.9,0.8,1.7,brownde03,2007,2006-07,2008-09,22-24,68,11,10.5,0.7,2.2,0.5,1.4,0.2,0.8,0.4,0.6,0.2,0.8,1,1.8,0.5,0.1,0.7,1.2,2.1,0.34,0.389,0.25,0.643,0.423,0.384,G,PHOUTAWAS,0.1,92,110,-0.4,0.5,0.008,-3.6,0.6,-3,-0.2,7.9,2.5,9.2,5.8,23.9,2.4,0.8,22.5,13.5
Shannon Brown,21,0.378,0.28,0.714,8.8,3.2,0.9,0.4,brownsh01,2007,2006-07,2014-15,21-29,408,60,18,2.9,7,2.3,5,0.7,2,1.1,1.4,0.4,1.4,1.9,1.1,0.7,0.2,0.9,1.3,7.6,0.42,0.456,0.332,0.807,0.503,0.468,G,CHACHICLELALMIANYKPHOSAS,9.2,100,107,1.9,7.2,0.06,-1.4,-0.1,-1.5,1,12.4,2.8,9,5.9,10.2,2,0.9,10.9,21.4
Rodney Carney,22,0.464,0.347,0.609,17.4,6.6,1.9,0.4,carnero01,2007,2006-07,2010-11,22-26,299,48,15.4,2.3,5.3,1.6,3.4,0.7,2,0.8,1.1,0.5,1.4,2,0.4,0.5,0.3,0.5,1.4,5.9,0.422,0.471,0.338,0.704,0.51,0.485,F,GSWMEMMINPHI,6.2,104,109,2.5,3.7,0.064,-1.1,-0.5,-1.6,0.5,11.9,4.2,11,7.5,4.6,1.8,1.7,8.3,18.7
