Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,AlternativeName,Rook_Year,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,WS,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
J.P. Macura,23,0.333,0,,8.5,3,1.5,1,macurjp01,J.P. Macura,2018-19,2019-20,23-24,3,0,6,1,3,1,1.7,0,1.3,0,0,0,1,1,0.7,0,0,0,0,2,0.333,0.6,0,,0.333,0.333,G,CHOCLE,0,81,117,0,0,-0.105,-4.8,-2.9,-7.6,0,5.4,0,18.3,9,17,0,0,0,21.6
Yante Maten,22,0.25,0,,6.5,1,1.5,0,matenya01,Yante Maten,2018-19,2018-19,22,2,0,6.5,0.5,2,0.5,1.5,0,0.5,0,0,0.5,1,1.5,0,0.5,0,0,0,1,0.25,0.333,0,,0.25,0.25,F,MIA,0,70,104,0,0,-0.026,-7.5,-1.6,-9.1,0,5.7,8.2,16.4,12.3,0,3.8,0,0,13.2
Tahjere McCall,24,0.667,0,0,8,4,1,0,mccalta01,Tahjere McCall,2018-19,2018-19,24,1,0,8,2,3,2,2,0,1,0,1,0,1,1,0,0,0,0,2,4,0.667,1,0,0,0.581,0.667,G,BRK,0,108,114,0,0,0.055,-6,-0.6,-6.6,0,9.6,0,13.1,6.6,0,0,0,0,18.1
De'Anthony Melton,20,0.391,0.305,0.75,19.7,5,2.7,3.2,meltode01,De'Anthony Melton,2018-19,2023-24,20-25,327,128,22.8,3.2,7.8,1.7,3.8,1.5,4,1.1,1.4,0.7,3,3.7,2.8,1.4,0.5,1.4,2,9,0.413,0.455,0.372,0.775,0.535,0.508,G,MEMPHIPHO,13,107,109,2.6,10.4,0.083,-0.9,1.5,0.6,4.9,13.4,3.6,14.3,8.9,16.8,2.9,1.9,14.3,18.2
Chimezie Metu,21,0.328,0,0.765,5,1.8,1.2,0.4,metuch01,Chimezie Metu,2018-19,2023-24,21-26,217,26,12.7,2.2,4.4,1.8,3.2,0.4,1.2,0.8,1.1,0.6,2.7,3.3,0.7,0.4,0.4,0.7,1.2,5.6,0.491,0.569,0.293,0.755,0.565,0.532,F-C,PHOSACSAS,4.2,108,112,1.3,2.9,0.073,-1.6,-0.2,-1.8,0.1,14.4,5.4,23.8,14.5,8.1,1.7,2.6,12.3,19
Shake Milton,22,0.391,0.318,0.714,13.4,4.4,1.8,0.9,miltosh01,Shake Milton,2018-19,2023-24,22-27,269,45,20.5,3.4,7.5,2.5,4.9,0.9,2.6,1.4,1.7,0.5,1.9,2.4,2.7,0.5,0.2,1.2,1.9,9.1,0.453,0.501,0.36,0.828,0.554,0.514,G,MINPHI,9.9,111,113,4.7,5.2,0.086,-1.2,-0.8,-2,0,12.9,2.7,10.1,6.5,19.2,1.1,1,12.3,20.1
Džanan Musa,19,0.409,0.1,0,4.3,2.1,0.6,0.2,musadz01,Džanan Musa,2018-19,2019-20,19-20,49,0,10.7,1.5,4,1.1,2.2,0.4,1.8,0.9,1.3,0.4,1.4,1.9,0.9,0.3,0,0.8,0.6,4.3,0.376,0.5,0.227,0.726,0.477,0.428,G-F,BRK,0,94,111,-0.5,0.5,0.003,-3.7,-0.9,-4.6,-0.4,9.1,4.4,13.3,9,12.3,1.5,0.2,15.3,20.8
Svi Mykhailiuk,21,0.329,0.326,0.6,10.5,3.2,0.9,0.9,mykhasv01,Svi Mykhailiuk,2018-19,2023-24,21-26,259,54,16.5,2.3,5.7,1,2.1,1.3,3.6,0.6,0.8,0.3,1.4,1.7,1.4,0.6,0.1,0.9,1,6.5,0.403,0.478,0.359,0.764,0.538,0.517,G-F,BOSCHODETLALNYKOKCTOR,3.3,103,115,0.2,3.1,0.037,-1.7,-0.8,-2.5,-0.5,10.4,2.1,9.5,5.8,12.1,1.7,0.5,12.8,18.1
Elie Okobo,21,0.393,0.295,0.787,18.1,5.7,1.8,2.4,okoboel01,Elie Okobo,2018-19,2019-20,21-22,108,19,15.5,1.7,4.4,1.1,2.5,0.6,1.9,0.8,1.1,0.3,1.5,1.7,2.2,0.5,0.1,1,1.5,4.8,0.395,0.455,0.315,0.737,0.5,0.463,G,PHO,0.5,100,116,-0.3,0.7,0.014,-3.2,-0.9,-4.1,-0.9,8.9,1.8,10.7,6.2,19.8,1.6,0.6,17,16.1
Josh Okogie,20,0.386,0.279,0.728,23.7,7.7,2.9,1.2,okogijo01,Josh Okogie,2018-19,2023-24,20-25,332,155,20.2,2.1,5.3,1.5,3,0.7,2.3,1.7,2.2,1.1,2,3.1,1.2,0.9,0.4,0.9,1.8,6.6,0.402,0.486,0.291,0.753,0.526,0.465,G,MINPHO,8.9,108,113,3,5.9,0.064,-2.6,0.3,-2.3,-0.5,10.7,5.6,10.8,8.2,8,2.2,1.8,12.3,14.9
Theo Pinson,23,0.342,0.261,0.864,11.7,4.5,2,1.2,pinsoth01,Theo Pinson,2018-19,2022-23,23-27,127,1,8.5,0.9,2.9,0.4,1.1,0.5,1.8,0.4,0.5,0.2,1.2,1.4,1.1,0.3,0.1,0.5,0.8,2.7,0.32,0.416,0.261,0.902,0.444,0.401,G,BRKDALNYK,0.1,94,112,-1,1.1,0.006,-4.4,-0.2,-4.6,-0.7,7.7,2.6,15.4,9.1,18.2,1.5,0.6,15,18.3
Cameron Reynolds,23,0.423,0.412,0.889,13.6,5,1.6,0.7,reynoca01,Cameron Reynolds,2018-19,2020-21,23-25,24,0,12.5,1.6,4,0.6,1.4,1,2.6,0.3,0.4,0.3,1.3,1.5,0.6,0.3,0.1,0.2,1.2,4.6,0.406,0.455,0.381,0.889,0.55,0.531,G,HOUMINSAS,0.4,114,117,0.3,0.1,0.062,-1.6,-1.6,-3.2,-0.1,9.9,2.1,10.9,6.4,6.9,1,0.6,4.8,14.8
Duncan Robinson,24,0.391,0.286,0.667,10.7,3.3,1.3,0.3,robindu01,Duncan Robinson,2018-19,2023-24,24-29,296,217,26.2,3.8,8.7,0.8,1.3,2.9,7.4,0.8,0.9,0.2,2.6,2.7,1.5,0.5,0.2,0.9,2.4,11.2,0.432,0.605,0.4,0.868,0.618,0.601,G-F,MIA,14.8,115,114,8.3,6.6,0.092,0,-0.8,-0.8,2.3,11.3,0.8,10.9,5.9,8.6,0.9,0.7,8.7,16.9
Jerome Robinson,21,0.4,0.316,0.667,9.7,3.4,1.2,0.6,robinje01,Jerome Robinson,2018-19,2023-24,21-26,114,12,14.1,1.6,4.5,1,2.3,0.7,2.2,0.5,0.8,0.2,1.7,1.8,1.1,0.4,0.2,0.7,1.7,4.5,0.362,0.411,0.31,0.721,0.463,0.437,G,GSWLACWAS,-0.1,93,113,-1.4,1.3,-0.003,-4.5,-0.2,-4.7,-1.1,6.7,1.4,12.5,6.9,10.8,1.5,1.4,12.7,16.5
Mitchell Robinson,20,0.694,,0.6,20.6,7.3,6.4,0.6,robinmi01,Mitchell Robinson,2018-19,2023-24,20-25,304,190,24.7,3.5,5,3.5,5,0,0,1.1,2.2,3.7,4.3,8,0.6,0.9,1.9,0.7,2.9,8.1,0.705,0.705,,0.522,0.687,0.705,C,NYK,33,141,107,20.6,12.5,0.211,0.7,1.5,2.2,8,20.5,15.9,19.2,17.5,3.7,1.8,7.2,10.4,11.6
Brandon Sampson,21,0.467,0.379,0.667,15.3,5.1,1.1,0.7,sampsbr01,Brandon Sampson,2018-19,2018-19,21,14,2,15.3,2,4.3,1.2,2.2,0.8,2.1,0.3,0.4,0.2,0.9,1.1,0.7,0.6,0.2,0.9,1.4,5.1,0.467,0.548,0.379,0.667,0.567,0.558,G,CHI,0,98,115,-0.1,0.1,0.01,-3.9,-0.9,-4.7,-0.1,8.5,1.5,6.7,4.1,6.8,1.8,1.2,16.1,15.2
Collin Sexton,20,0.43,0.402,0.839,31.8,16.7,2.9,3,sextoco01,Collin Sexton,2018-19,2023-24,20-25,281,223,30.7,6.8,14.8,5.5,11.1,1.4,3.7,3.5,4.2,0.9,2,2.9,3.2,0.8,0.1,2.3,2.3,18.6,0.463,0.491,0.377,0.828,0.558,0.51,G,CLEUTA,8.3,108,119,6.8,1.5,0.046,0,-2.3,-2.3,-0.7,15.2,3,7.5,5.2,17.6,1.2,0.3,12.3,26.7
Landry Shamet,21,0.431,0.422,0.806,22.8,9.1,1.7,1.5,shamela01,Landry Shamet,2018-19,2023-24,21-26,313,92,22.6,2.9,7.2,1,2.1,2,5.1,1,1.2,0.2,1.6,1.8,1.7,0.5,0.1,0.7,1.8,8.9,0.407,0.456,0.387,0.836,0.573,0.544,G,BRKLACPHIPHOWAS,11.9,114,115,7,4.9,0.081,-1,-0.8,-1.8,0.3,10.2,1,7.2,4.2,10,1,0.5,8.2,15.9
Jordan Sibert,26,1,1,,4,3,0,0,siberjo01,Jordan Sibert,2018-19,2018-19,26,1,0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,,1,,1.5,1.5,G,ATL,0,300,123,0,0,0.183,13.7,2.2,16,0,29.7,0,0,0,0,0,0,0,10.2
Anfernee Simons,19,0.444,0.345,0.563,7.1,3.8,0.7,0.7,simonan01,Anfernee Simons,2018-19,2023-24,19-24,274,98,24,4.5,10.4,2.3,4.8,2.2,5.6,1.5,1.7,0.3,1.9,2.3,2.5,0.4,0.1,1.3,1.8,12.7,0.433,0.487,0.387,0.858,0.567,0.537,G,POR,6.5,111,121,5.8,0.8,0.048,0.4,-2.2,-1.8,0.3,13.2,1.4,9,5.1,16.2,0.9,0.5,10.5,22.4
Zhaire Smith,19,0.412,0.375,0.75,18.5,6.7,2.2,1.7,smithzh01,Zhaire Smith,2018-19,2019-20,19-20,13,2,11,1.3,3.5,0.8,2,0.5,1.5,0.6,0.9,0.2,0.9,1.2,0.9,0.4,0.2,0.6,0.9,3.7,0.378,0.423,0.316,0.667,0.477,0.444,G,PHI,0,95,112,-0.1,0.1,0.011,-4.4,-1.6,-6.1,-0.1,7.6,2.3,8.7,5.6,11.4,1.7,1.1,13.7,17.2
Ray Spalding,21,0.532,0,0.333,10.6,3.9,3.4,0.4,spaldra01,Ray Spalding,2018-19,2020-21,21-23,16,3,10.4,1.7,3.2,1.7,2.9,0,0.3,0.3,0.9,1.1,2.2,3.3,0.3,0.6,0.6,0.8,1.6,3.6,0.529,0.574,0,0.286,0.507,0.529,F,DALHOUPHO,0.1,94,109,-0.1,0.2,0.024,-5.2,-1,-6.2,-0.2,13.1,11,23.6,17.2,4.6,2.6,5.1,17.4,17.8
Omari Spellman,21,0.402,0.344,0.711,17.5,5.9,4.2,1,spellom01,Omari Spellman,2018-19,2019-20,21-22,95,14,17.8,2.4,5.7,1.5,3.2,0.9,2.5,1.1,1.4,1.6,2.8,4.3,1,0.6,0.5,0.9,1.4,6.8,0.417,0.458,0.366,0.766,0.536,0.498,F,ATLGSW,2.4,108,113,1.1,1.3,0.068,-0.6,-0.8,-1.5,0.2,13.4,9.1,17.2,13,8,1.6,2.6,12.4,16.9
Jared Terrell,23,0.308,0.235,0.5,7.9,2.2,0.4,0.9,terreja01,Jared Terrell,2018-19,2018-19,23,14,0,7.9,0.9,2.8,0.6,1.6,0.3,1.2,0.2,0.4,0.1,0.4,0.4,0.9,0.2,0.1,0.7,1.1,2.2,0.308,0.364,0.235,0.5,0.372,0.359,G,MIN,-0.3,74,117,-0.4,0,-0.14,-8.5,-2.3,-10.9,-0.2,0.7,1,4.9,2.9,14.4,1.3,1.5,19.4,19.6
Emanuel Terry,22,0.571,,0.5,7.7,3.3,2.3,0.7,terryem01,Emanuel Terry,2018-19,2021-22,22-25,6,0,6.8,0.7,2,0.7,2,0,0,0.3,0.7,1.8,1.8,3.7,0.7,0.7,0,1.2,1.3,1.7,0.333,0.333,,0.5,0.363,0.333,F,MIAPHO,0,82,102,-0.1,0.1,-0.047,-5.8,-1,-6.8,-0.1,11,29.4,28.8,29,12.2,4.7,0,33.7,21.8
Khyri Thomas,22,0.319,0.286,0.636,7.5,2.3,0.8,0.3,thomakh01,Khyri Thomas,2018-19,2020-21,22-24,39,2,10.5,1.5,3.9,0.9,1.9,0.6,1.9,0.5,0.6,0.3,0.7,1,0.9,0.5,0.3,0.3,1,4.1,0.388,0.461,0.316,0.75,0.492,0.467,G,DETHOU,0.5,105,112,0.1,0.4,0.058,-2.3,-0.4,-2.7,-0.1,11.4,3.1,7.4,5.2,13.9,2.2,2.3,7.4,18.4
Gary Trent Jr.,20,0.32,0.238,0.429,7.4,2.7,0.7,0.3,trentga02,Gary Trent Jr.,2018-19,2023-24,20-25,283,162,28.8,5.1,12.1,2.7,5.8,2.4,6.3,1.7,2.1,0.4,1.9,2.3,1.4,1.2,0.2,0.7,1.6,14.3,0.419,0.458,0.384,0.815,0.548,0.519,G,PORTOR,14.3,113,115,8.4,5.9,0.084,-0.2,-0.5,-0.7,2.6,13.5,1.5,7.5,4.4,7.4,2.1,0.7,5.3,20.4
Allonzo Trier,23,0.448,0.394,0.803,22.8,10.9,3.1,1.9,trieral01,Allonzo Trier,2018-19,2019-20,23-24,88,4,19.9,3.2,7.1,2.4,5,0.8,2.1,2.4,3,0.4,2.1,2.6,1.7,0.4,0.2,1.6,1.7,9.7,0.454,0.483,0.384,0.801,0.574,0.51,G,NYK,1.4,106,116,0.9,0.6,0.039,-1.2,-1.5,-2.7,-0.3,12.5,2.2,11.6,6.8,13.2,0.9,0.9,15.7,21.4
Jarred Vanderbilt,19,0.474,0,0.6,4.1,1.4,1.4,0.2,vandeja01,Jarred Vanderbilt,2018-19,2022-23,19-23,244,162,20.5,2.5,4.4,2.4,4,0.1,0.5,1,1.6,2.1,4.5,6.6,1.5,1,0.5,1,2.1,6.2,0.573,0.606,0.288,0.643,0.607,0.588,F,DENLALMINUTA,14.3,123,110,7.2,7.1,0.137,-1,1.3,0.4,3,15.3,10.9,23.7,17.3,9.7,2.4,2.1,16.1,12.4
Moritz Wagner,21,0.415,0.286,0.811,10.4,4.8,2,0.6,wagnemo01,Moritz Wagner,2018-19,2023-24,21-26,269,55,16.3,2.9,5.9,2.2,3.5,0.8,2.4,1.8,2.2,0.9,2.9,3.7,1.2,0.5,0.3,1.1,2.3,8.5,0.501,0.624,0.32,0.823,0.618,0.566,F-C,BOSLALORLWAS,10.9,116,112,6.2,4.6,0.119,-0.6,0.1,-0.5,1.6,15.9,5.8,19.4,12.5,11.2,1.4,1.7,13.7,20.7
Lonnie Walker IV,20,0.348,0.385,0.8,6.9,2.6,1,0.5,walkelo01,Lonnie Walker IV,2018-19,2023-24,20-25,277,88,21,3.8,8.9,2.4,5,1.4,3.9,1.2,1.5,0.3,2.1,2.3,1.5,0.5,0.3,0.9,1.3,10.2,0.427,0.482,0.356,0.797,0.533,0.504,G,BRKLALSAS,4.5,104,116,0.5,4,0.037,-1.4,-1,-2.4,-0.6,11.7,1.3,10.4,5.9,10.3,1.2,1.1,8.6,21.2
Brad Wanamaker,29,0.476,0.41,0.857,9.5,3.9,1.1,1.6,wanambr01,Brad Wanamaker,2018-19,2021-22,29-32,191,3,16.2,1.9,4.4,1.5,3.1,0.4,1.3,1.4,1.5,0.3,1.5,1.7,2.4,0.6,0.2,1,1.6,5.5,0.421,0.47,0.3,0.907,0.539,0.464,G,BOSCHOGSWINDWAS,5.4,109,111,2.1,3.3,0.083,-3,0.7,-2.3,-0.3,11.3,1.7,9.7,5.7,20.4,1.9,1,16.3,16.1
Julian Washburn,27,0.333,0.208,0.75,14.1,2.2,2.3,0.8,washbju01,Julian Washburn,2018-19,2018-19,27,18,3,14.1,0.9,2.7,0.6,1.3,0.3,1.3,0.2,0.2,0.4,1.8,2.3,0.8,0.7,0.1,0.4,0.9,2.2,0.333,0.458,0.208,0.75,0.402,0.385,F,MEM,0.1,89,108,-0.2,0.3,0.023,-5.1,0.5,-4.6,-0.2,6.5,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10
Yuta Watanabe,24,0.294,0.125,0.7,11.6,2.6,2.1,0.5,watanyu01,Yuta Watanabe,2018-19,2023-24,24-29,191,9,13.6,1.6,3.6,0.8,1.7,0.8,1.9,0.5,0.7,0.5,2,2.5,0.7,0.4,0.3,0.4,1.1,4.4,0.435,0.489,0.388,0.695,0.56,0.539,F,BRKMEMPHOTOR,4.4,113,113,1.7,2.7,0.082,-1.7,-0.2,-1.9,0.1,11,4.3,16.1,10.1,6.9,1.4,2.1,9.4,13.9
Thomas Welsh,22,0.538,0.429,0.5,3.3,1.6,0.4,0.5,welshth01,Thomas Welsh,2018-19,2018-19,22,11,0,3.3,0.6,1.2,0.4,0.5,0.3,0.6,0.1,0.2,0,0.4,0.4,0.5,0,0,0.1,0.3,1.6,0.538,0.667,0.429,0.5,0.648,0.654,C,DEN,0.1,130,115,0.1,0,0.162,2.2,-1.1,1.2,0,16.1,0,12.1,6,20.5,0,0,6.7,17.7
Johnathan Williams,23,0.591,0,0.563,15.5,6.5,4.1,0.5,willijo04,Johnathan Williams,2018-19,2019-20,23-24,39,6,14.2,2.2,3.7,2.2,3.6,0,0.1,0.9,1.6,1.8,2.3,4.2,0.5,0.2,0.4,0.5,2,5.2,0.583,0.6,0,0.557,0.591,0.583,F,LALWAS,1.5,122,112,1,0.5,0.126,-1.6,-1.2,-2.8,-0.1,14.8,13.7,17.6,15.6,5.2,0.8,2.3,10.9,14.4
Kenrich Williams,24,0.384,0.333,0.684,23.5,6.1,4.8,1.8,willike04,Kenrich Williams,2018-19,2023-24,24-29,258,70,22.1,2.8,5.9,1.9,3.4,0.9,2.5,0.4,0.8,1.4,3.1,4.6,2,0.8,0.3,0.8,2.1,6.8,0.47,0.552,0.355,0.515,0.546,0.544,G-F,NOPOKC,10.4,114,113,5,5.4,0.088,-1.4,0.6,-0.8,1.7,12.2,6.7,14.9,10.8,12.7,1.8,1.2,11.7,13.5
Robert Williams,21,0.706,,0.6,8.8,2.5,2.5,0.2,williro04,Robert Williams,2018-19,2023-24,21-26,215,97,20.5,3.3,4.5,3.3,4.5,0,0,0.8,1.2,2.6,4.3,6.9,1.4,0.7,1.7,0.9,1.9,7.3,0.729,0.732,0,0.66,0.732,0.729,C-F,BOSPOR,22.6,142,103,13.4,9.2,0.247,1.7,3.1,4.8,7.5,22.2,13.8,22.9,18.4,10,1.8,7.3,14.8,12.5
Trae Young,20,0.418,0.324,0.829,30.9,19.1,3.7,8.1,youngtr01,Trae Young,2018-19,2023-24,20-25,366,366,33.9,8.1,18.6,5.6,11.4,2.5,7.2,6.8,7.8,0.7,3,3.7,9.4,1,0.1,4.1,1.7,25.5,0.436,0.489,0.351,0.876,0.58,0.503,G,ATL,34.4,115,118,29.4,5,0.133,5.2,-2.2,3.1,15.9,22.2,2.2,9.5,5.8,44,1.4,0.4,15.8,32.5
Kyle Alexander,23,0.5,,,6.5,1,1.5,0,alexaky01,Kyle Alexander,2019-20,2019-20,23,2,0,6.5,0.5,1,0.5,1,0,0,0,0,1,0.5,1.5,0,0,0,0.5,0.5,1,0.5,0.5,,,0.5,0.5,F,MIA,0,96,116,0,0,-0.003,-6.4,-3.7,-10.1,0,4.7,17.9,8.3,12.9,0,0,0,33.3,10.2
Nickeil Alexander-Walker,21,0.368,0.346,0.676,12.6,5.7,1.8,1.9,alexani01,Nickeil Alexander-Walker,2019-20,2023-24,21-25,232,42,18.4,3.1,7.7,1.7,3.8,1.3,3.9,0.8,1.2,0.3,2,2.4,2.1,0.7,0.4,1.2,1.6,8.3,0.398,0.457,0.34,0.705,0.504,0.484,G,MINNOPUTA,2.3,100,114,-1.6,3.9,0.026,-1.8,-0.3,-2.1,-0.1,10.9,2,11.9,7,16.6,1.7,1.8,12.9,21.7
RJ Barrett,19,0.402,0.32,0.614,30.4,14.3,5,2.6,barrerj01,RJ Barrett,2019-20,2023-24,19-23,281,280,33.5,6.5,15.3,4.8,10.5,1.7,4.8,3.5,4.9,0.9,4.5,5.4,2.8,0.7,0.2,2.1,2.3,18.2,0.424,0.458,0.348,0.714,0.519,0.478,G-F,NYK,8.9,104,114,0.3,8.6,0.045,-1.1,-1.2,-2.3,-0.6,13,2.8,14.6,8.7,13.6,1,0.7,10.9,25.5
Darius Bazley,19,0.394,0.348,0.694,18.5,5.6,4,0.7,bazleda01,Darius Bazley,2019-20,2022-23,19-22,228,118,23.6,3.3,8.1,2.3,4.8,1,3.3,1.4,2.1,0.8,4.5,5.3,1.2,0.6,0.7,1.2,1,9.1,0.411,0.48,0.31,0.673,0.504,0.474,F,OKCPHO,2.8,97,111,-3.2,6,0.025,-2.4,-0.1,-2.5,-0.6,11.1,3.6,20.3,11.9,7.6,1.2,2.9,12.2,18.6
Goga Bitadze,20,0.467,0.19,0.727,8.7,3.2,2,0.4,bitadgo01,Goga Bitadze,2019-20,2023-24,20-24,201,33,12.4,1.9,3.9,1.7,2.8,0.3,1.1,0.9,1.3,1.3,2,3.3,0.9,0.3,0.9,0.6,1.8,5,0.496,0.598,0.248,0.681,0.563,0.532,C,INDORL,6.7,116,110,3.3,3.4,0.129,-1.4,1,-0.3,1.1,16.5,11.3,17.8,14.6,10.1,1.3,6.5,11.8,17.5
Bol Bol,20,0.5,0.444,0.8,12.4,5.7,2.7,0.9,bolbo01,Bol Bol,2019-20,2023-24,20-24,126,35,14.6,2.5,4.7,2.2,3.5,0.3,1.2,0.8,1.1,0.6,3.1,3.7,0.7,0.3,0.8,1.1,1,6.2,0.534,0.615,0.293,0.739,0.596,0.571,F-C,DENORLPHO,2.4,104,111,-0.2,2.6,0.064,-2,0.6,-1.3,0.3,13.9,4.8,24,14.4,7,0.9,5.4,17.8,18.6
Marques Bolden,21,,,,3,0,2,0,boldema01,Marques Bolden,2019-20,2023-24,21-25,8,0,4.4,0.1,0.4,0.1,0.4,0,0,0.6,1,0.4,0.9,1.3,0,0.4,0.3,0.3,0.3,0.9,0.333,0.333,,0.625,0.537,0.333,C,CLEMIL,0.1,101,105,0,0.1,0.084,-4.3,1.8,-2.5,0,13,9.4,22.2,15.9,0,4.2,5.1,23.5,10.6
Jordan Bone,22,0.25,0.2,,5.3,1.2,0.4,0.8,bonejo01,Jordan Bone,2019-20,2020-21,22-23,24,0,10.4,1.2,3.1,0.7,1.3,0.5,1.8,0,0,0.2,1,1.2,1.1,0.1,0,0.2,0.7,2.8,0.378,0.5,0.286,,0.459,0.459,G,DETORL,0.1,102,119,0,0.1,0.01,-4.3,-1.6,-5.9,-0.2,7.1,1.6,10.5,5.9,15.1,0.6,0,6.3,13.7
Brian Bowen,21,0.3,0,,5.2,1,1.2,0,bowenbr02,Brian Bowen,2019-20,2020-21,21-22,12,1,3.8,0.3,1.2,0.3,0.9,0,0.3,0.1,0.1,0.1,0.8,0.8,0,0,0.1,0.1,0.3,0.8,0.286,0.364,0,1,0.312,0.286,F,IND,-0.1,65,112,-0.1,0,-0.093,-8.8,-2.2,-10.9,-0.1,0.4,2.4,21.2,11.9,0,0,1.9,6.5,14.6
Ky Bowman,22,0.417,0.308,0.829,22.6,7.4,2.7,2.9,bowmaky01,Ky Bowman,2019-20,2019-20,22,45,12,22.6,3,7.1,2.2,4.8,0.7,2.4,0.8,0.9,0.5,2.2,2.7,2.9,1,0.2,1.6,2.3,7.4,0.417,0.472,0.308,0.829,0.494,0.469,G,GSW,-0.1,96,115,-0.6,0.6,-0.003,-4,-0.3,-4.3,-0.6,9.1,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2
Jarrell Brantley,23,0.357,0.231,0.5,10.7,2.7,2.2,1.2,brantja01,Jarrell Brantley,2019-20,2022-23,23-26,41,0,6.7,1,2.3,0.6,1.1,0.5,1.2,0.1,0.1,0.3,1,1.3,0.7,0.2,0.2,0.4,0.7,2.7,0.457,0.545,0.38,0.833,0.569,0.559,F,UTA,0.6,111,108,0.2,0.4,0.108,-1.1,1.1,0,0.1,13.9,4.9,15.7,10.5,15.3,1.8,2.7,15,17.9
Ignas Brazdeikis,21,0.273,0.111,0.8,5.9,1.9,0.6,0.4,brazdig01,Ignas Brazdeikis,2019-20,2021-22,21-23,64,1,13.1,1.9,4.6,1.3,2.6,0.6,1.9,0.5,0.8,0.6,1.3,1.9,0.9,0.2,0.1,0.5,1.1,5,0.416,0.491,0.315,0.686,0.504,0.483,F,NYKORLPHI,0.4,103,116,0,0.4,0.024,-3,-1.9,-4.9,-0.6,9.6,4.5,10.9,7.7,10.6,0.8,0.8,8.9,17.9
Oshae Brissett,21,0.361,0.2,0.8,7.1,1.9,1.4,0.4,brissos01,Oshae Brissett,2019-20,2023-24,21-25,180,43,18.8,2.3,5.7,1.4,3,0.9,2.7,1.6,2.2,1.2,2.9,4.1,0.8,0.6,0.4,0.6,1.4,7.2,0.408,0.471,0.34,0.715,0.536,0.49,F,BOSINDTOR,5.3,113,115,2.8,2.5,0.075,-1.1,-1.2,-2.3,-0.2,12.4,7,17.1,12,5.7,1.5,1.6,8.2,16.4
Charlie Brown Jr.,22,0.316,0.333,1,4,2,0.4,0.2,brownch02,Charlie Brown Jr.,2019-20,2021-22,22-24,41,3,9,0.7,2.5,0.5,1.4,0.2,1,0.6,0.6,0.5,0.8,1.3,0.4,0.4,0.2,0.3,1,2.2,0.287,0.339,0.214,0.92,0.402,0.332,G,ATLDALOKCPHI,-0.1,89,113,-0.4,0.4,-0.01,-5.7,-0.5,-6.2,-0.4,6,5.7,9.9,7.8,6.3,2.1,1.9,11.1,14.8
Moses Brown,20,0.4,,0.375,3.7,1.2,1.6,0.1,brownmo01,Moses Brown,2019-20,2023-24,20-24,131,39,12.3,2.1,3.7,2.1,3.7,0,0,1.2,2.1,2,3.2,5.2,0.1,0.3,0.6,0.6,1.5,5.4,0.571,0.571,,0.561,0.584,0.571,C,BRKCLEDALLACOKCPOR,4.9,117,108,2.4,2.5,0.147,-1.3,-1.1,-2.4,-0.2,19.2,17.1,28,22.5,1.6,1.3,4.4,11.7,18.6
Devontae Cacok,23,0.5,,,9,6,5,1,cacokde01,Devontae Cacok,2019-20,2021-22,23-25,36,1,6.3,1.1,1.8,1.1,1.8,0,0,0.3,0.5,0.6,1.6,2.2,0.2,0.4,0.3,0.2,0.7,2.5,0.621,0.621,,0.5,0.616,0.621,F,LALSAS,0.9,121,103,0.4,0.5,0.179,-0.1,1.8,1.8,0.2,19.2,10.6,27,18.8,5.1,2.8,4.1,9.8,15.4
Vlatko ?an?ar,22,0.4,0.167,1,3.2,1.2,0.7,0.2,cancavl01,Vlatko ?an?ar,2019-20,2022-23,22-25,130,11,10.7,1.3,2.7,0.8,1.5,0.5,1.3,0.5,0.6,0.4,1.3,1.7,0.9,0.3,0.2,0.5,1,3.5,0.479,0.582,0.361,0.847,0.596,0.563,F,DEN,2.5,116,115,1.2,1.3,0.087,-1.9,-0.2,-2.1,0,11,4,13.7,9,10.6,1.3,1.3,14,14.1
Zylan Cheatham,24,0.667,0,,12.8,3,2.3,0.8,cheatzy01,Zylan Cheatham,2019-20,2021-22,24-26,5,0,11.2,1.2,2.4,1.2,1.8,0,0.6,0,0,0.6,1.2,1.8,0.6,0.2,0.2,0.8,2,2.4,0.5,0.667,0,,0.5,0.5,F,NOPUTA,0,87,114,-0.1,0,-0.024,-7.8,-1.5,-9.3,-0.1,4,5.7,11.4,8.5,7,0.8,1.5,25,11.8
